 Satellite:           Jason-1
 Date of filtering:   15-May-2015, 16:03:47
 Original file:       Jason-1\Jason-1_ASCII\110\110_001tu_jason1.00_ASCII.txt 
 Allowed ins. flags:  00000000 
 Allowed orb. flags:  00000110 
 St. dev. max limit:  0.2 [m] 
   SWH. threshold:    7 [m] 
 abs(SSH - mssh) threshold:    2 [m] 

             jday	           glat	           glon	           hsat	           ralt	    stdalt	       swh	     otide	     etide	      invb	     wtrop	     dtrop	     ionos	      mssh	      geoh	    iflags	    oflags	     ptide	       emb	    SumOfCorr-s	            SSH	     SSH - mssh	     SSH - geoh
      1825.52621	     -56.917198	      62.402215	    1353890.985	    1353859.223	     0.081	     3.740	    -0.029	    -0.056	     0.243	    -0.108	    -2.241	    -0.025	    33.959	    34.842	         0	         0	     0.006	    -0.163	         -2.344	         34.106	          0.147	         -0.736
      1825.52622	     -56.880762	      62.471448	    1353879.544	    1353847.741	     0.054	     3.700	    -0.030	    -0.056	     0.242	    -0.109	    -2.242	    -0.025	    33.959	    34.843	         0	         0	     0.006	    -0.163	         -2.347	         34.150	          0.191	         -0.693
      1825.52623	     -56.844282	      62.540540	    1353868.083	    1353836.319	     0.114	     3.720	    -0.031	    -0.056	     0.240	    -0.110	    -2.242	    -0.037	    33.946	    34.837	         0	         0	     0.006	    -0.164	         -2.363	         34.127	          0.181	         -0.710
      1825.52625	     -56.807759	      62.609489	    1353856.602	    1353824.881	     0.088	     4.020	    -0.031	    -0.056	     0.238	    -0.112	    -2.243	    -0.027	    33.942	    34.832	         0	         0	     0.006	    -0.172	         -2.366	         34.087	          0.145	         -0.745
      1825.52626	     -56.771193	      62.678295	    1353845.101	    1353813.342	     0.093	     3.600	    -0.032	    -0.057	     0.237	    -0.114	    -2.243	    -0.032	    33.947	    34.830	         0	         0	     0.006	    -0.159	         -2.362	         34.121	          0.174	         -0.709
      1825.52627	     -56.734584	      62.746960	    1353833.579	    1353801.859	     0.050	     3.790	    -0.033	    -0.057	     0.235	    -0.112	    -2.243	    -0.040	    33.945	    34.826	         0	         0	     0.006	    -0.166	         -2.377	         34.097	          0.152	         -0.729
      1825.52629	     -56.661238	      62.883865	    1353810.478	    1353778.711	     0.026	     3.720	    -0.034	    -0.057	     0.231	    -0.116	    -2.244	    -0.042	    33.962	    34.830	         0	         0	     0.006	    -0.164	         -2.386	         34.153	          0.191	         -0.677
      1825.52631	     -56.624502	      62.952106	    1353798.897	    1353767.205	     0.102	     3.980	    -0.035	    -0.057	     0.230	    -0.120	    -2.245	    -0.019	    33.968	    34.843	         0	         0	     0.006	    -0.171	         -2.376	         34.068	          0.100	         -0.775
      1825.52632	     -56.587723	      63.020206	    1353787.297	    1353755.596	     0.086	     3.750	    -0.035	    -0.057	     0.228	    -0.118	    -2.245	    -0.039	    33.976	    34.849	         0	         0	     0.006	    -0.164	         -2.389	         34.090	          0.114	         -0.759
      1825.52633	     -56.550901	      63.088166	    1353775.677	    1353743.989	     0.055	     3.850	    -0.036	    -0.057	     0.226	    -0.122	    -2.245	    -0.032	    33.980	    34.851	         0	         0	     0.006	    -0.167	         -2.391	         34.079	          0.099	         -0.772
      1825.52634	     -56.514038	      63.155986	    1353764.037	    1353732.387	     0.089	     3.740	    -0.037	    -0.057	     0.224	    -0.122	    -2.246	    -0.030	    33.987	    34.853	         0	         0	     0.006	    -0.164	         -2.389	         34.039	          0.052	         -0.814
      1825.52635	     -56.477133	      63.223666	    1353752.377	    1353720.695	     0.093	     3.510	    -0.038	    -0.057	     0.223	    -0.126	    -2.246	    -0.036	    33.994	    34.856	         0	         0	     0.006	    -0.157	         -2.393	         34.075	          0.081	         -0.781
      1825.52636	     -56.440186	      63.291207	    1353740.698	    1353709.054	     0.069	     3.630	    -0.039	    -0.057	     0.221	    -0.126	    -2.247	    -0.013	    34.007	    34.860	         0	         0	     0.006	    -0.161	         -2.377	         34.021	          0.014	         -0.839
      1825.52638	     -56.403197	      63.358609	    1353729.000	    1353697.399	     0.072	     3.910	    -0.039	    -0.057	     0.219	    -0.130	    -2.247	    -0.015	    34.023	    34.870	         0	         0	     0.006	    -0.169	         -2.393	         33.994	         -0.029	         -0.876
      1825.52639	     -56.366167	      63.425872	    1353717.282	    1353685.618	     0.108	     3.750	    -0.040	    -0.057	     0.218	    -0.131	    -2.247	    -0.031	    34.044	    34.885	         0	         0	     0.006	    -0.164	         -2.406	         34.070	          0.026	         -0.815
      1825.52640	     -56.329095	      63.492997	    1353705.544	    1353673.861	     0.085	     3.650	    -0.041	    -0.057	     0.216	    -0.133	    -2.248	    -0.046	    34.073	    34.907	         0	         0	     0.006	    -0.161	         -2.423	         34.106	          0.033	         -0.801
      1825.52641	     -56.291982	      63.559983	    1353693.787	    1353662.092	     0.096	     3.980	    -0.042	    -0.057	     0.214	    -0.134	    -2.248	    -0.044	    34.115	    34.941	         0	         0	     0.006	    -0.171	         -2.434	         34.129	          0.014	         -0.812
      1825.52646	     -56.143121	      63.826554	    1353646.565	    1353614.673	     0.113	     3.850	    -0.046	    -0.057	     0.207	    -0.138	    -2.250	    -0.055	    34.353	    35.152	         0	         0	     0.006	    -0.167	         -2.454	         34.346	         -0.007	         -0.806
      1825.52649	     -56.031049	      64.025046	    1353610.946	    1353578.891	     0.075	     3.720	    -0.049	    -0.058	     0.202	    -0.139	    -2.251	    -0.032	    34.508	    35.306	         0	         0	     0.006	    -0.163	         -2.435	         34.490	         -0.018	         -0.816
      1825.52651	     -55.993611	      64.090939	    1353599.035	    1353566.993	     0.092	     3.800	    -0.050	    -0.058	     0.201	    -0.139	    -2.251	    -0.040	    34.555	    35.342	         0	         0	     0.006	    -0.166	         -2.447	         34.489	         -0.066	         -0.853
      1825.52652	     -55.956133	      64.156696	    1353587.105	    1353554.914	     0.068	     3.590	    -0.051	    -0.058	     0.199	    -0.139	    -2.252	    -0.035	    34.607	    35.386	         0	         0	     0.006	    -0.160	         -2.439	         34.630	          0.023	         -0.756
      1825.52657	     -55.805823	      64.418376	    1353539.194	    1353506.876	     0.092	     3.840	    -0.056	    -0.058	     0.192	    -0.141	    -2.253	    -0.044	    34.754	    35.526	         0	         0	     0.006	    -0.167	         -2.465	         34.783	          0.029	         -0.743
      1825.52659	     -55.730431	      64.548412	    1353515.125	    1353482.746	     0.095	     3.770	    -0.058	    -0.058	     0.189	    -0.142	    -2.254	    -0.037	    34.787	    35.555	         0	         0	     0.006	    -0.165	         -2.461	         34.840	          0.053	         -0.715
      1825.52661	     -55.654883	      64.677915	    1353490.981	    1353458.548	     0.108	     3.780	    -0.060	    -0.058	     0.185	    -0.141	    -2.255	    -0.038	    34.829	    35.601	         0	         0	     0.006	    -0.166	         -2.467	         34.900	          0.071	         -0.701
      1825.52664	     -55.579179	      64.806888	    1353466.762	    1353434.292	     0.110	     3.800	    -0.062	    -0.058	     0.182	    -0.142	    -2.256	    -0.028	    34.874	    35.644	         0	         0	     0.006	    -0.166	         -2.462	         34.932	          0.058	         -0.712
      1825.52665	     -55.541269	      64.871176	    1353454.625	    1353422.037	     0.093	     3.770	    -0.064	    -0.058	     0.180	    -0.141	    -2.256	    -0.048	    34.906	    35.664	         0	         0	     0.006	    -0.165	         -2.482	         35.070	          0.164	         -0.594
      1825.52667	     -55.465334	      64.999358	    1353430.294	    1353397.760	     0.121	     3.960	    -0.066	    -0.059	     0.177	    -0.141	    -2.257	    -0.008	    34.967	    35.734	         0	         0	     0.006	    -0.171	         -2.453	         34.987	          0.020	         -0.747
      1825.52668	     -55.427309	      65.063252	    1353418.101	    1353385.529	     0.069	     3.860	    -0.067	    -0.059	     0.175	    -0.140	    -2.257	    -0.042	    34.973	    35.743	         0	         0	     0.006	    -0.168	         -2.485	         35.057	          0.084	         -0.686
      1825.52669	     -55.389246	      65.127015	    1353405.890	    1353373.325	     0.089	     3.780	    -0.067	    -0.059	     0.173	    -0.141	    -2.258	    -0.023	    34.960	    35.714	         0	         0	     0.006	    -0.166	         -2.468	         35.033	          0.073	         -0.681
      1825.52671	     -55.351145	      65.190648	    1353393.660	    1353361.171	     0.090	     3.980	    -0.068	    -0.059	     0.172	    -0.141	    -2.258	    -0.061	    34.909	    35.651	         0	         0	     0.006	    -0.171	         -2.512	         35.001	          0.092	         -0.650
      1825.52673	     -55.274829	      65.317524	    1353369.145	    1353336.824	     0.100	     4.000	    -0.070	    -0.059	     0.168	    -0.140	    -2.259	    -0.056	    34.700	    35.439	         0	         0	     0.006	    -0.172	         -2.512	         34.833	          0.133	         -0.606
      1825.52674	     -55.236615	      65.380767	    1353356.860	    1353324.656	     0.079	     4.020	    -0.071	    -0.059	     0.167	    -0.139	    -2.259	    -0.040	    34.568	    35.307	         0	         0	     0.006	    -0.172	         -2.496	         34.700	          0.132	         -0.607
      1825.52675	     -55.198363	      65.443881	    1353344.557	    1353312.515	     0.088	     4.090	    -0.071	    -0.059	     0.165	    -0.138	    -2.260	    -0.032	    34.439	    35.175	         0	         0	     0.006	    -0.175	         -2.493	         34.535	          0.096	         -0.640
      1825.52678	     -55.121748	      65.569723	    1353319.896	    1353288.151	     0.065	     4.330	    -0.073	    -0.059	     0.162	    -0.136	    -2.260	    -0.036	    34.176	    34.910	         0	         0	     0.006	    -0.181	         -2.504	         34.249	          0.073	         -0.661
      1825.52679	     -55.083384	      65.632451	    1353307.538	    1353275.896	     0.112	     4.160	    -0.074	    -0.059	     0.160	    -0.136	    -2.261	    -0.010	    34.047	    34.770	         0	         0	     0.006	    -0.177	         -2.477	         34.119	          0.072	         -0.651
      1825.52680	     -55.044984	      65.695052	    1353295.163	    1353263.695	     0.121	     4.190	    -0.076	    -0.059	     0.158	    -0.137	    -2.261	    -0.017	    33.919	    34.641	         0	         0	     0.006	    -0.177	         -2.487	         33.955	          0.036	         -0.686
      1825.52681	     -55.006546	      65.757524	    1353282.769	    1353251.404	     0.065	     4.210	    -0.077	    -0.059	     0.156	    -0.137	    -2.262	    -0.044	    33.807	    34.532	         0	         0	     0.006	    -0.178	         -2.518	         33.883	          0.076	         -0.649
      1825.52682	     -54.968072	      65.819869	    1353270.357	    1353239.094	     0.093	     4.290	    -0.078	    -0.059	     0.155	    -0.136	    -2.262	    -0.024	    33.716	    34.440	         0	         0	     0.006	    -0.180	         -2.500	         33.763	          0.047	         -0.677
      1825.52684	     -54.929561	      65.882087	    1353257.927	    1353226.743	     0.071	     4.340	    -0.079	    -0.059	     0.153	    -0.136	    -2.262	    -0.044	    33.652	    34.369	         0	         0	     0.006	    -0.182	         -2.524	         33.708	          0.056	         -0.661
      1825.52685	     -54.891014	      65.944179	    1353245.480	    1353214.316	     0.058	     4.060	    -0.080	    -0.059	     0.152	    -0.136	    -2.263	    -0.027	    33.623	    34.335	         0	         0	     0.006	    -0.174	         -2.501	         33.665	          0.042	         -0.670
      1825.52686	     -54.852430	      66.006144	    1353233.014	    1353201.830	     0.112	     4.050	    -0.082	    -0.059	     0.150	    -0.136	    -2.263	    -0.035	    33.618	    34.334	         0	         0	     0.006	    -0.173	         -2.510	         33.694	          0.076	         -0.640
      1825.52687	     -54.813811	      66.067982	    1353220.531	    1353189.358	     0.089	     4.070	    -0.083	    -0.060	     0.149	    -0.135	    -2.264	    -0.027	    33.629	    34.351	         0	         0	     0.006	    -0.174	         -2.505	         33.678	          0.049	         -0.673
      1825.52688	     -54.775154	      66.129695	    1353208.030	    1353176.815	     0.075	     3.960	    -0.084	    -0.060	     0.147	    -0.134	    -2.264	    -0.022	    33.660	    34.374	         0	         0	     0.006	    -0.171	         -2.498	         33.713	          0.053	         -0.661
      1825.52691	     -54.697734	      66.252744	    1353182.974	    1353151.690	     0.111	     4.230	    -0.087	    -0.060	     0.144	    -0.133	    -2.265	    -0.040	    33.743	    34.453	         0	         0	     0.006	    -0.179	         -2.527	         33.811	          0.068	         -0.642
      1825.52693	     -54.620171	      66.375294	    1353157.848	    1353126.428	     0.064	     4.010	    -0.090	    -0.060	     0.141	    -0.133	    -2.265	    -0.053	    33.863	    34.583	         0	         0	     0.006	    -0.172	         -2.536	         33.956	          0.093	         -0.627
      1825.52694	     -54.581336	      66.436381	    1353145.259	    1353113.821	     0.074	     4.340	    -0.092	    -0.060	     0.140	    -0.133	    -2.266	    -0.029	    33.933	    34.649	         0	         0	     0.006	    -0.182	         -2.524	         33.962	          0.029	         -0.687
      1825.52695	     -54.542465	      66.497345	    1353132.652	    1353101.122	     0.098	     4.320	    -0.093	    -0.060	     0.138	    -0.131	    -2.266	    -0.050	    34.009	    34.716	         0	         0	     0.006	    -0.181	         -2.544	         34.074	          0.065	         -0.642
      1825.52697	     -54.503559	      66.558186	    1353120.027	    1353088.478	     0.072	     4.450	    -0.095	    -0.060	     0.137	    -0.131	    -2.266	    -0.027	    34.082	    34.788	         0	         0	     0.006	    -0.185	         -2.526	         34.075	         -0.007	         -0.713
      1825.52699	     -54.425642	      66.679496	    1353094.726	    1353063.046	     0.116	     4.260	    -0.097	    -0.060	     0.134	    -0.128	    -2.267	    -0.010	    34.210	    34.913	         0	         0	     0.006	    -0.179	         -2.504	         34.184	         -0.026	         -0.729
      1825.52700	     -54.386631	      66.739966	    1353082.050	    1353050.304	     0.115	     4.420	    -0.098	    -0.060	     0.133	    -0.127	    -2.267	    -0.010	    34.269	    34.963	         0	         0	     0.006	    -0.184	         -2.509	         34.255	         -0.014	         -0.708
      1825.52701	     -54.347584	      66.800315	    1353069.356	    1353037.544	     0.092	     4.480	    -0.100	    -0.060	     0.131	    -0.124	    -2.268	    -0.012	    34.319	    35.009	         0	         0	     0.006	    -0.186	         -2.513	         34.325	          0.006	         -0.684
      1825.52703	     -54.308504	      66.860540	    1353056.645	    1353024.782	     0.136	     4.450	    -0.101	    -0.060	     0.130	    -0.123	    -2.268	    -0.036	    34.361	    35.050	         0	         0	     0.006	    -0.185	         -2.536	         34.399	          0.038	         -0.651
      1825.52704	     -54.269388	      66.920644	    1353043.916	    1353011.990	     0.125	     4.450	    -0.102	    -0.060	     0.128	    -0.119	    -2.268	    -0.021	    34.405	    35.091	         0	         0	     0.006	    -0.185	         -2.519	         34.445	          0.040	         -0.646
      1825.52705	     -54.230238	      66.980627	    1353031.171	    1352999.267	     0.111	     4.640	    -0.103	    -0.060	     0.127	    -0.116	    -2.269	    -0.026	    34.452	    35.130	         0	         0	     0.006	    -0.191	         -2.529	         34.433	         -0.019	         -0.697
      1825.52706	     -54.191054	      67.040487	    1353018.408	    1352986.406	     0.094	     4.550	    -0.104	    -0.061	     0.126	    -0.113	    -2.269	    -0.024	    34.487	    35.162	         0	         0	     0.006	    -0.188	         -2.523	         34.525	          0.038	         -0.637
      1825.52707	     -54.151835	      67.100227	    1353005.628	    1352973.663	     0.089	     4.940	    -0.106	    -0.061	     0.124	    -0.109	    -2.269	    -0.043	    34.509	    35.187	         0	         0	     0.006	    -0.199	         -2.551	         34.516	          0.007	         -0.671
      1825.52708	     -54.112582	      67.159846	    1352992.832	    1352960.914	     0.077	     5.010	    -0.107	    -0.061	     0.123	    -0.107	    -2.270	    -0.014	    34.527	    35.211	         0	         0	     0.006	    -0.202	         -2.525	         34.443	         -0.084	         -0.768
      1825.52710	     -54.073295	      67.219345	    1352980.018	    1352947.970	     0.111	     4.940	    -0.108	    -0.061	     0.122	    -0.103	    -2.270	    -0.042	    34.543	    35.229	         0	         0	     0.006	    -0.200	         -2.548	         34.596	          0.053	         -0.633
      1825.52711	     -54.033974	      67.278723	    1352967.187	    1352935.154	     0.089	     4.820	    -0.109	    -0.061	     0.120	    -0.100	    -2.270	    -0.027	    34.554	    35.237	         0	         0	     0.006	    -0.196	         -2.528	         34.561	          0.007	         -0.676
      1825.52712	     -53.994619	      67.337982	    1352954.339	    1352922.303	     0.076	     4.550	    -0.110	    -0.061	     0.119	    -0.099	    -2.271	    -0.023	    34.560	    35.237	         0	         0	     0.006	    -0.188	         -2.517	         34.553	         -0.007	         -0.684
      1825.52713	     -53.955230	      67.397121	    1352941.475	    1352909.404	     0.059	     4.930	    -0.111	    -0.061	     0.118	    -0.096	    -2.271	    -0.034	    34.559	    35.236	         0	         0	     0.006	    -0.199	         -2.537	         34.608	          0.049	         -0.628
      1825.52714	     -53.915808	      67.456140	    1352928.593	    1352896.527	     0.108	     4.690	    -0.112	    -0.061	     0.116	    -0.095	    -2.271	    -0.032	    34.562	    35.233	         0	         0	     0.006	    -0.192	         -2.529	         34.595	          0.033	         -0.638
      1825.52716	     -53.876352	      67.515041	    1352915.695	    1352883.642	     0.073	     4.770	    -0.113	    -0.061	     0.115	    -0.095	    -2.271	    -0.037	    34.564	    35.234	         0	         0	     0.006	    -0.194	         -2.537	         34.590	          0.026	         -0.644
      1825.52717	     -53.836863	      67.573823	    1352902.780	    1352870.762	     0.098	     4.730	    -0.114	    -0.061	     0.114	    -0.094	    -2.272	    -0.019	    34.565	    35.241	         0	         0	     0.006	    -0.193	         -2.519	         34.537	         -0.028	         -0.704
      1825.52718	     -53.797340	      67.632487	    1352889.849	    1352857.766	     0.091	     4.880	    -0.116	    -0.061	     0.112	    -0.094	    -2.272	    -0.039	    34.566	    35.246	         0	         0	     0.006	    -0.198	         -2.546	         34.629	          0.063	         -0.617
      1825.52719	     -53.757784	      67.691032	    1352876.900	    1352844.841	     0.088	     4.750	    -0.117	    -0.061	     0.111	    -0.094	    -2.272	    -0.013	    34.567	    35.243	         0	         0	     0.006	    -0.194	         -2.517	         34.576	          0.009	         -0.667
      1825.52720	     -53.718196	      67.749460	    1352863.936	    1352831.893	     0.117	     4.600	    -0.118	    -0.061	     0.110	    -0.094	    -2.273	    -0.045	    34.570	    35.240	         0	         0	     0.006	    -0.189	         -2.546	         34.589	          0.019	         -0.651
      1825.52721	     -53.678574	      67.807770	    1352850.954	    1352818.867	     0.145	     4.440	    -0.119	    -0.061	     0.108	    -0.094	    -2.273	    -0.043	    34.573	    35.241	         0	         0	     0.006	    -0.185	         -2.542	         34.629	          0.056	         -0.612
      1825.52723	     -53.638919	      67.865963	    1352837.956	    1352805.931	     0.115	     4.770	    -0.120	    -0.061	     0.107	    -0.094	    -2.273	    -0.022	    34.567	    35.236	         0	         0	     0.006	    -0.194	         -2.531	         34.556	         -0.011	         -0.680
      1825.52724	     -53.599231	      67.924039	    1352824.942	    1352792.877	     0.134	     4.830	    -0.121	    -0.061	     0.106	    -0.093	    -2.274	    -0.021	    34.557	    35.219	         0	         0	     0.006	    -0.196	         -2.533	         34.598	          0.041	         -0.621
      1825.52725	     -53.559511	      67.981999	    1352811.911	    1352779.804	     0.121	     4.620	    -0.122	    -0.062	     0.105	    -0.092	    -2.274	    -0.028	    34.545	    35.201	         0	         0	     0.006	    -0.190	         -2.535	         34.642	          0.097	         -0.559
      1825.52726	     -53.519759	      68.039842	    1352798.864	    1352766.837	     0.112	     4.720	    -0.123	    -0.062	     0.103	    -0.092	    -2.274	    -0.024	    34.530	    35.187	         0	         0	     0.006	    -0.193	         -2.536	         34.563	          0.033	         -0.624
      1825.52727	     -53.479973	      68.097569	    1352785.800	    1352753.773	     0.085	     4.730	    -0.124	    -0.062	     0.102	    -0.092	    -2.275	    -0.040	    34.509	    35.164	         0	         0	     0.006	    -0.193	         -2.554	         34.581	          0.072	         -0.583
      1825.52728	     -53.440156	      68.155180	    1352772.720	    1352740.750	     0.123	     4.960	    -0.125	    -0.062	     0.101	    -0.091	    -2.275	    -0.040	    34.485	    35.134	         0	         0	     0.006	    -0.199	         -2.560	         34.530	          0.045	         -0.604
      1825.52730	     -53.400306	      68.212676	    1352759.624	    1352727.684	     0.148	     4.890	    -0.127	    -0.062	     0.100	    -0.090	    -2.275	    -0.019	    34.468	    35.108	         0	         0	     0.006	    -0.197	         -2.537	         34.477	          0.009	         -0.631
      1825.52731	     -53.360424	      68.270057	    1352746.512	    1352714.555	     0.097	     4.830	    -0.128	    -0.062	     0.098	    -0.090	    -2.275	    -0.029	    34.449	    35.091	         0	         0	     0.006	    -0.196	         -2.548	         34.505	          0.056	         -0.586
      1825.52732	     -53.320510	      68.327322	    1352733.384	    1352701.470	     0.128	     4.990	    -0.129	    -0.062	     0.097	    -0.090	    -2.276	    -0.024	    34.438	    35.074	         0	         0	     0.006	    -0.201	         -2.550	         34.464	          0.026	         -0.610
      1825.52733	     -53.280564	      68.384474	    1352720.239	    1352688.340	     0.102	     5.090	    -0.130	    -0.062	     0.096	    -0.089	    -2.276	    -0.030	    34.418	    35.059	         0	         0	     0.006	    -0.204	         -2.559	         34.458	          0.040	         -0.601
      1825.52734	     -53.240586	      68.441511	    1352707.078	    1352675.229	     0.115	     4.790	    -0.131	    -0.062	     0.095	    -0.089	    -2.276	    -0.030	    34.394	    35.038	         0	         0	     0.006	    -0.195	         -2.551	         34.400	          0.006	         -0.638
      1825.52736	     -53.200577	      68.498433	    1352693.902	    1352662.082	     0.110	     5.040	    -0.132	    -0.062	     0.094	    -0.088	    -2.277	    -0.036	    34.364	    35.006	         0	         0	     0.006	    -0.202	         -2.565	         34.385	          0.021	         -0.621
      1825.52737	     -53.160536	      68.555243	    1352680.709	    1352648.883	     0.102	     5.080	    -0.132	    -0.062	     0.092	    -0.087	    -2.277	    -0.032	    34.331	    34.967	         0	         0	     0.006	    -0.203	         -2.563	         34.389	          0.058	         -0.578
      1825.52738	     -53.120464	      68.611938	    1352667.501	    1352635.748	     0.133	     5.170	    -0.133	    -0.062	     0.091	    -0.087	    -2.277	    -0.034	    34.295	    34.929	         0	         0	     0.006	    -0.206	         -2.569	         34.322	          0.027	         -0.607
      1825.52739	     -53.080360	      68.668521	    1352654.276	    1352622.527	     0.132	     5.220	    -0.134	    -0.062	     0.090	    -0.087	    -2.277	    -0.047	    34.258	    34.891	         0	         0	     0.006	    -0.207	         -2.584	         34.333	          0.075	         -0.558
      1825.52740	     -53.040224	      68.724991	    1352641.036	    1352609.368	     0.112	     4.780	    -0.135	    -0.062	     0.089	    -0.087	    -2.278	    -0.009	    34.218	    34.851	         0	         0	     0.006	    -0.195	         -2.536	         34.204	         -0.014	         -0.647
      1825.52741	     -53.000058	      68.781348	    1352627.780	    1352596.122	     0.076	     4.890	    -0.136	    -0.062	     0.088	    -0.087	    -2.278	    -0.024	    34.189	    34.814	         0	         0	     0.006	    -0.198	         -2.555	         34.213	          0.024	         -0.601
      1825.52743	     -52.959860	      68.837592	    1352614.508	    1352582.870	     0.113	     4.920	    -0.137	    -0.063	     0.087	    -0.087	    -2.278	    -0.062	    34.161	    34.784	         0	         0	     0.006	    -0.199	         -2.596	         34.234	          0.073	         -0.550
      1825.52744	     -52.919631	      68.893725	    1352601.220	    1352569.595	     0.055	     4.930	    -0.138	    -0.063	     0.086	    -0.088	    -2.278	    -0.042	    34.135	    34.759	         0	         0	     0.006	    -0.199	         -2.578	         34.203	          0.068	         -0.556
      1825.52745	     -52.879372	      68.949747	    1352587.917	    1352556.380	     0.102	     5.140	    -0.139	    -0.063	     0.084	    -0.087	    -2.279	    -0.030	    34.107	    34.734	         0	         0	     0.006	    -0.205	         -2.574	         34.111	          0.004	         -0.623
      1825.52746	     -52.839082	      69.005656	    1352574.598	    1352543.118	     0.084	     5.230	    -0.140	    -0.063	     0.083	    -0.089	    -2.279	    -0.041	    34.066	    34.699	         0	         0	     0.006	    -0.207	         -2.590	         34.070	          0.004	         -0.629
      1825.52747	     -52.798761	      69.061455	    1352561.264	    1352529.852	     0.111	     5.360	    -0.141	    -0.063	     0.082	    -0.087	    -2.279	    -0.023	    34.028	    34.653	         0	         0	     0.006	    -0.208	         -2.572	         33.984	         -0.044	         -0.669
      1825.52749	     -52.758409	      69.117142	    1352547.914	    1352516.505	     0.123	     5.380	    -0.141	    -0.063	     0.081	    -0.089	    -2.280	    -0.042	    33.987	    34.611	         0	         0	     0.006	    -0.209	         -2.596	         34.005	          0.018	         -0.606
      1825.52750	     -52.718027	      69.172719	    1352534.549	    1352503.189	     0.124	     5.090	    -0.142	    -0.063	     0.080	    -0.090	    -2.280	    -0.009	    33.947	    34.574	         0	         0	     0.006	    -0.202	         -2.558	         33.918	         -0.029	         -0.656
      1825.52751	     -52.677614	      69.228186	    1352521.168	    1352489.834	     0.094	     5.260	    -0.143	    -0.063	     0.079	    -0.089	    -2.280	    -0.039	    33.906	    34.530	         0	         0	     0.006	    -0.207	         -2.593	         33.927	          0.021	         -0.603
      1825.52752	     -52.637171	      69.283543	    1352507.772	    1352476.466	     0.133	     5.310	    -0.144	    -0.063	     0.078	    -0.091	    -2.280	    -0.034	    33.864	    34.488	         0	         0	     0.006	    -0.209	         -2.593	         33.899	          0.035	         -0.589
      1825.52753	     -52.596698	      69.338790	    1352494.360	    1352463.126	     0.073	     5.280	    -0.145	    -0.063	     0.076	    -0.093	    -2.281	    -0.034	    33.824	    34.455	         0	         0	     0.006	    -0.208	         -2.597	         33.831	          0.007	         -0.624
      1825.52754	     -52.556195	      69.393927	    1352480.933	    1352449.829	     0.109	     5.670	    -0.145	    -0.063	     0.075	    -0.093	    -2.281	    -0.016	    33.780	    34.418	         0	         0	     0.006	    -0.216	         -2.588	         33.692	         -0.088	         -0.726
      1825.52756	     -52.515662	      69.448956	    1352467.491	    1352436.344	     0.104	     5.050	    -0.146	    -0.063	     0.074	    -0.096	    -2.281	    -0.031	    33.733	    34.370	         0	         0	     0.006	    -0.201	         -2.592	         33.739	          0.006	         -0.631
      1825.52757	     -52.475099	      69.503875	    1352454.034	    1352422.964	     0.099	     5.330	    -0.147	    -0.063	     0.073	    -0.096	    -2.281	    -0.034	    33.692	    34.326	         0	         0	     0.006	    -0.208	         -2.603	         33.673	         -0.019	         -0.653
      1825.52758	     -52.434506	      69.558686	    1352440.562	    1352409.502	     0.104	     5.350	    -0.147	    -0.063	     0.072	    -0.097	    -2.282	    -0.046	    33.659	    34.292	         0	         0	     0.006	    -0.210	         -2.620	         33.680	          0.021	         -0.612
      1825.52759	     -52.393883	      69.613389	    1352427.074	    1352395.998	     0.077	     5.290	    -0.148	    -0.063	     0.071	    -0.098	    -2.282	    -0.047	    33.634	    34.269	         0	         0	     0.006	    -0.208	         -2.621	         33.697	          0.063	         -0.572
      1825.52760	     -52.353231	      69.667983	    1352413.572	    1352382.531	     0.132	     5.270	    -0.149	    -0.064	     0.070	    -0.097	    -2.282	    -0.036	    33.616	    34.252	         0	         0	     0.006	    -0.208	         -2.611	         33.652	          0.036	         -0.600
      1825.52762	     -52.312549	      69.722470	    1352400.054	    1352369.067	     0.096	     5.480	    -0.149	    -0.064	     0.069	    -0.099	    -2.282	    -0.039	    33.614	    34.238	         0	         0	     0.006	    -0.213	         -2.622	         33.609	         -0.005	         -0.629
      1825.52763	     -52.271837	      69.776849	    1352386.521	    1352355.576	     0.104	     5.430	    -0.150	    -0.064	     0.068	    -0.100	    -2.283	    -0.040	    33.608	    34.233	         0	         0	     0.006	    -0.213	         -2.626	         33.571	         -0.037	         -0.662
      1825.52764	     -52.231097	      69.831121	    1352372.974	    1352341.989	     0.103	     5.390	    -0.150	    -0.064	     0.067	    -0.100	    -2.283	    -0.038	    33.626	    34.251	         0	         0	     0.006	    -0.211	         -2.623	         33.608	         -0.018	         -0.643
      1825.52765	     -52.190327	      69.885286	    1352359.412	    1352328.389	     0.073	     5.500	    -0.151	    -0.064	     0.066	    -0.100	    -2.283	    -0.021	    33.656	    34.289	         0	         0	     0.006	    -0.214	         -2.610	         33.633	         -0.023	         -0.656
      1825.52766	     -52.149528	      69.939345	    1352345.834	    1352314.789	     0.116	     5.330	    -0.152	    -0.064	     0.065	    -0.101	    -2.283	    -0.034	    33.701	    34.330	         0	         0	     0.006	    -0.210	         -2.621	         33.666	         -0.035	         -0.664
