 Satellite:           Jason-1
 Date of filtering:   15-May-2015, 16:03:54
 Original file:       Jason-1\Jason-1_ASCII\110\110_003tu_jason1.00_ASCII.txt 
 Allowed ins. flags:  00000000 
 Allowed orb. flags:  00000110 
 St. dev. max limit:  0.2 [m] 
   SWH. threshold:    7 [m] 
 abs(SSH - mssh) threshold:    2 [m] 

             jday	           glat	           glon	           hsat	           ralt	    stdalt	       swh	     otide	     etide	      invb	     wtrop	     dtrop	     ionos	      mssh	      geoh	    iflags	    oflags	     ptide	       emb	    SumOfCorr-s	            SSH	     SSH - mssh	     SSH - geoh
               d	            deg	            deg	              m	              m	         m	         m	         m	         m	         m	         m	         m	         m	         m	         m	         -	         -	         m	         m	              m	              m	              m	              m
===========================================================================================================================================================================================================================================================================================================================
      1825.60368	     -58.724016	      30.302100	    1354449.981	    1354421.980	     0.136	     4.740	     0.147	    -0.053	     0.522	    -0.066	    -2.178	    -0.032	    29.897	    31.109	         0	         0	     0.007	    -0.185	         -1.985	         29.986	          0.089	         -1.123
      1825.60369	     -58.690007	      30.379064	    1354439.585	    1354411.470	     0.084	     5.200	     0.147	    -0.053	     0.522	    -0.067	    -2.178	    -0.027	    29.999	    31.212	         0	         0	     0.007	    -0.198	         -1.994	         30.109	          0.110	         -1.103
      1825.60371	     -58.655946	      30.455871	    1354429.168	    1354400.979	     0.091	     5.310	     0.147	    -0.053	     0.523	    -0.068	    -2.178	    -0.014	    30.113	    31.325	         0	         0	     0.007	    -0.199	         -1.982	         30.171	          0.058	         -1.154
      1825.60373	     -58.587671	      30.609012	    1354408.267	    1354379.859	     0.113	     5.370	     0.146	    -0.053	     0.523	    -0.069	    -2.178	    -0.027	    30.323	    31.541	         0	         0	     0.007	    -0.201	         -1.998	         30.406	          0.083	         -1.135
      1825.60421	     -57.145130	      33.613171	    1353960.998	    1353929.245	     0.145	     6.990	     0.121	    -0.055	     0.466	    -0.067	    -2.191	     0.008	    33.626	    34.781	         0	         0	     0.008	    -0.227	         -2.058	         33.811	          0.185	         -0.970
      1825.60422	     -57.108971	      33.683313	    1353949.652	    1353917.678	     0.138	     6.610	     0.120	    -0.055	     0.464	    -0.067	    -2.191	    -0.063	    33.716	    34.867	         0	         0	     0.008	    -0.218	         -2.122	         34.096	          0.380	         -0.771
      1825.60426	     -57.000231	      33.892874	    1353915.494	    1353883.298	     0.162	     6.740	     0.117	    -0.055	     0.458	    -0.067	    -2.193	    -0.013	    34.014	    35.159	         0	         0	     0.008	    -0.221	         -2.083	         34.279	          0.265	         -0.880
      1825.60427	     -56.963897	      33.962439	    1353904.068	    1353871.827	     0.154	     6.990	     0.116	    -0.055	     0.456	    -0.067	    -2.193	    -0.015	    34.116	    35.256	         0	         0	     0.008	    -0.227	         -2.093	         34.334	          0.218	         -0.922
      1825.60575	     -52.120533	      41.627849	    1352330.924	    1352284.006	     0.066	     6.970	     0.064	    -0.062	     0.159	    -0.043	    -2.262	    -0.042	    49.260	    50.185	         0	         0	     0.008	    -0.230	         -2.472	         49.390	          0.130	         -0.795
      1825.60582	     -51.875018	      41.949546	    1352248.929	    1352203.609	     0.105	     6.850	     0.045	    -0.063	     0.147	    -0.040	    -2.265	    -0.024	    47.713	    48.611	         0	         0	     0.008	    -0.230	         -2.467	         47.787	          0.074	         -0.824
      1825.60584	     -51.792952	      42.055939	    1352221.482	    1352176.212	     0.107	     6.730	     0.042	    -0.063	     0.143	    -0.041	    -2.266	    -0.049	    47.576	    48.472	         0	         0	     0.008	    -0.228	         -2.496	         47.766	          0.190	         -0.706
      1825.60585	     -51.751876	      42.108980	    1352207.736	    1352162.530	     0.137	     6.630	     0.041	    -0.063	     0.141	    -0.042	    -2.266	    -0.037	    47.559	    48.449	         0	         0	     0.008	    -0.225	         -2.484	         47.690	          0.131	         -0.759
      1825.60586	     -51.710772	      42.161916	    1352193.977	    1352148.739	     0.162	     6.280	     0.039	    -0.063	     0.139	    -0.042	    -2.267	    -0.054	    47.586	    48.473	         0	         0	     0.008	    -0.219	         -2.498	         47.736	          0.150	         -0.737
      1825.60588	     -51.669640	      42.214750	    1352180.203	    1352134.905	     0.106	     6.660	     0.038	    -0.063	     0.137	    -0.042	    -2.267	    -0.023	    47.633	    48.526	         0	         0	     0.008	    -0.226	         -2.476	         47.774	          0.141	         -0.752
      1825.60590	     -51.587292	      42.320107	    1352152.613	    1352107.363	     0.125	     6.330	     0.036	    -0.063	     0.134	    -0.043	    -2.268	    -0.019	    47.583	    48.454	         0	         0	     0.008	    -0.223	         -2.474	         47.724	          0.141	         -0.730
      1825.60591	     -51.546076	      42.372631	    1352138.796	    1352093.795	     0.075	     6.510	     0.035	    -0.063	     0.132	    -0.044	    -2.268	    -0.029	    47.428	    48.296	         0	         0	     0.008	    -0.223	         -2.487	         47.488	          0.060	         -0.808
      1825.60592	     -51.504833	      42.425053	    1352124.966	    1352080.049	     0.115	     6.210	     0.035	    -0.063	     0.130	    -0.043	    -2.269	    -0.037	    47.274	    48.137	         0	         0	     0.008	    -0.217	         -2.491	         47.408	          0.134	         -0.729
      1825.60594	     -51.463562	      42.477373	    1352111.122	    1352066.347	     0.124	     6.100	     0.034	    -0.063	     0.128	    -0.044	    -2.269	    -0.038	    47.160	    48.027	         0	         0	     0.008	    -0.218	         -2.496	         47.271	          0.111	         -0.756
      1825.60595	     -51.422263	      42.529591	    1352097.263	    1352052.663	     0.152	     6.380	     0.033	    -0.063	     0.126	    -0.043	    -2.270	    -0.005	    47.076	    47.950	         0	         0	     0.008	    -0.224	         -2.471	         47.071	         -0.005	         -0.879
      1825.60596	     -51.380937	      42.581708	    1352083.391	    1352038.699	     0.145	     5.470	     0.032	    -0.063	     0.125	    -0.044	    -2.270	    -0.029	    47.016	    47.884	         0	         0	     0.008	    -0.208	         -2.481	         47.173	          0.157	         -0.711
      1825.60597	     -51.339584	      42.633723	    1352069.505	    1352024.874	     0.085	     5.730	     0.031	    -0.063	     0.123	    -0.043	    -2.270	    -0.059	    46.955	    47.825	         0	         0	     0.008	    -0.212	         -2.516	         47.147	          0.192	         -0.678
      1825.60598	     -51.298203	      42.685637	    1352055.605	    1352011.115	     0.118	     5.680	     0.030	    -0.064	     0.121	    -0.042	    -2.271	    -0.028	    46.905	    47.767	         0	         0	     0.008	    -0.211	         -2.487	         46.977	          0.072	         -0.790
      1825.60599	     -51.256795	      42.737450	    1352041.691	    1351997.188	     0.107	     5.300	     0.028	    -0.064	     0.119	    -0.042	    -2.271	    -0.049	    46.851	    47.705	         0	         0	     0.008	    -0.203	         -2.502	         47.005	          0.154	         -0.700
      1825.60601	     -51.215360	      42.789163	    1352027.764	    1351983.370	     0.120	     5.630	     0.028	    -0.064	     0.118	    -0.041	    -2.272	    -0.019	    46.799	    47.642	         0	         0	     0.008	    -0.213	         -2.483	         46.877	          0.078	         -0.765
      1825.60602	     -51.173898	      42.840775	    1352013.823	    1351969.498	     0.089	     5.100	     0.026	    -0.064	     0.116	    -0.041	    -2.272	    -0.015	    46.739	    47.580	         0	         0	     0.008	    -0.200	         -2.468	         46.793	          0.054	         -0.787
      1825.60603	     -51.132409	      42.892288	    1351999.868	    1351955.576	     0.075	     5.220	     0.025	    -0.064	     0.114	    -0.040	    -2.272	    -0.016	    46.661	    47.501	         0	         0	     0.008	    -0.202	         -2.472	         46.764	          0.103	         -0.737
      1825.60604	     -51.090893	      42.943700	    1351985.900	    1351941.771	     0.132	     5.690	     0.024	    -0.064	     0.112	    -0.041	    -2.273	    -0.023	    46.570	    47.394	         0	         0	     0.008	    -0.215	         -2.496	         46.625	          0.055	         -0.769
      1825.60605	     -51.049351	      42.995014	    1351971.918	    1351927.804	     0.111	     5.270	     0.023	    -0.064	     0.111	    -0.041	    -2.273	    -0.057	    46.468	    47.276	         0	         0	     0.008	    -0.205	         -2.521	         46.635	          0.167	         -0.641
      1825.60607	     -51.007781	      43.046227	    1351957.922	    1351913.899	     0.134	     5.060	     0.022	    -0.064	     0.109	    -0.041	    -2.274	    -0.047	    46.349	    47.150	         0	         0	     0.008	    -0.199	         -2.508	         46.531	          0.182	         -0.619
      1825.60608	     -50.966185	      43.097343	    1351943.913	    1351900.066	     0.170	     5.150	     0.020	    -0.064	     0.107	    -0.040	    -2.274	    -0.030	    46.209	    46.999	         0	         0	     0.008	    -0.204	         -2.497	         46.344	          0.135	         -0.655
      1825.60609	     -50.924563	      43.148359	    1351929.891	    1351886.229	     0.101	     5.010	     0.019	    -0.064	     0.106	    -0.040	    -2.274	    -0.021	    46.053	    46.837	         0	         0	     0.008	    -0.199	         -2.484	         46.146	          0.093	         -0.691
      1825.60610	     -50.882914	      43.199277	    1351915.856	    1351872.344	     0.101	     5.050	     0.018	    -0.064	     0.104	    -0.042	    -2.275	    -0.016	    45.917	    46.702	         0	         0	     0.008	    -0.197	         -2.482	         45.994	          0.077	         -0.708
      1825.60611	     -50.841239	      43.250097	    1351901.807	    1351858.397	     0.087	     5.090	     0.017	    -0.064	     0.103	    -0.042	    -2.275	    -0.014	    45.821	    46.604	         0	         0	     0.008	    -0.199	         -2.483	         45.893	          0.072	         -0.711
      1825.60612	     -50.799538	      43.300819	    1351887.745	    1351844.398	     0.121	     5.310	     0.016	    -0.064	     0.101	    -0.042	    -2.276	    -0.024	    45.740	    46.511	         0	         0	     0.008	    -0.204	         -2.501	         45.848	          0.108	         -0.663
      1825.60614	     -50.757810	      43.351443	    1351873.669	    1351830.484	     0.112	     5.590	     0.015	    -0.064	     0.099	    -0.042	    -2.276	    -0.046	    45.629	    46.397	         0	         0	     0.008	    -0.211	         -2.532	         45.717	          0.088	         -0.680
      1825.60615	     -50.716057	      43.401969	    1351859.581	    1351816.510	     0.094	     5.150	     0.014	    -0.064	     0.098	    -0.043	    -2.276	    -0.021	    45.517	    46.273	         0	         0	     0.008	    -0.203	         -2.501	         45.572	          0.055	         -0.701
      1825.60616	     -50.674277	      43.452399	    1351845.479	    1351802.442	     0.063	     4.900	     0.013	    -0.065	     0.096	    -0.041	    -2.277	    -0.034	    45.423	    46.170	         0	         0	     0.008	    -0.197	         -2.510	         45.547	          0.124	         -0.623
      1825.60617	     -50.632471	      43.502732	    1351831.365	    1351788.446	     0.117	     5.160	     0.012	    -0.065	     0.095	    -0.041	    -2.277	    -0.031	    45.373	    46.113	         0	         0	     0.008	    -0.203	         -2.514	         45.433	          0.060	         -0.680
      1825.60618	     -50.590640	      43.552968	    1351817.237	    1351774.321	     0.079	     5.330	     0.011	    -0.065	     0.093	    -0.040	    -2.277	    -0.019	    45.342	    46.071	         0	         0	     0.008	    -0.204	         -2.504	         45.420	          0.078	         -0.651
      1825.60620	     -50.548783	      43.603108	    1351803.096	    1351760.250	     0.100	     5.010	     0.011	    -0.065	     0.092	    -0.040	    -2.278	    -0.031	    45.279	    45.981	         0	         0	     0.008	    -0.196	         -2.510	         45.356	          0.077	         -0.625
      1825.60621	     -50.506900	      43.653151	    1351788.943	    1351746.262	     0.090	     5.200	     0.010	    -0.065	     0.090	    -0.040	    -2.278	    -0.020	    45.160	    45.841	         0	         0	     0.008	    -0.204	         -2.509	         45.190	          0.030	         -0.651
      1825.60622	     -50.464992	      43.703099	    1351774.776	    1351732.158	     0.137	     4.770	     0.009	    -0.065	     0.089	    -0.041	    -2.278	    -0.036	    45.044	    45.720	         0	         0	     0.008	    -0.194	         -2.517	         45.135	          0.091	         -0.585
      1825.60623	     -50.423058	      43.752951	    1351760.597	    1351718.057	     0.079	     4.560	     0.008	    -0.065	     0.087	    -0.041	    -2.279	    -0.029	    44.987	    45.661	         0	         0	     0.008	    -0.188	         -2.507	         45.047	          0.060	         -0.614
      1825.60624	     -50.381099	      43.802708	    1351746.405	    1351703.918	     0.072	     4.290	     0.008	    -0.065	     0.086	    -0.041	    -2.279	    -0.023	    44.956	    45.625	         0	         0	     0.008	    -0.180	         -2.494	         44.981	          0.025	         -0.644
      1825.60625	     -50.339114	      43.852370	    1351732.201	    1351689.711	     0.105	     4.250	     0.007	    -0.065	     0.085	    -0.041	    -2.279	    -0.034	    44.914	    45.580	         0	         0	     0.008	    -0.179	         -2.505	         44.995	          0.081	         -0.585
      1825.60627	     -50.297104	      43.901937	    1351717.983	    1351675.588	     0.071	     4.740	     0.007	    -0.065	     0.083	    -0.041	    -2.280	    -0.048	    44.860	    45.520	         0	         0	     0.008	    -0.194	         -2.537	         44.932	          0.072	         -0.588
      1825.60628	     -50.255069	      43.951409	    1351703.753	    1351661.396	     0.119	     4.700	     0.006	    -0.065	     0.082	    -0.042	    -2.280	    -0.025	    44.799	    45.449	         0	         0	     0.008	    -0.192	         -2.514	         44.871	          0.072	         -0.578
      1825.60629	     -50.213008	      44.000787	    1351689.511	    1351647.207	     0.062	     4.230	     0.006	    -0.065	     0.081	    -0.040	    -2.280	    -0.019	    44.738	    45.374	         0	         0	     0.008	    -0.179	         -2.494	         44.798	          0.060	         -0.576
      1825.60630	     -50.170923	      44.050071	    1351675.256	    1351633.085	     0.094	     4.640	     0.006	    -0.065	     0.079	    -0.043	    -2.281	    -0.016	    44.670	    45.305	         0	         0	     0.008	    -0.191	         -2.509	         44.680	          0.010	         -0.625
      1825.60631	     -50.128813	      44.099261	    1351660.988	    1351618.840	     0.081	     4.350	     0.005	    -0.065	     0.078	    -0.042	    -2.281	    -0.052	    44.610	    45.238	         0	         0	     0.008	    -0.182	         -2.536	         44.684	          0.074	         -0.554
      1825.60632	     -50.086678	      44.148357	    1351646.708	    1351604.630	     0.081	     4.200	     0.005	    -0.065	     0.077	    -0.043	    -2.281	    -0.029	    44.546	    45.172	         0	         0	     0.008	    -0.178	         -2.511	         44.589	          0.043	         -0.583
      1825.60634	     -50.044518	      44.197360	    1351632.416	    1351590.282	     0.110	     4.000	     0.004	    -0.066	     0.075	    -0.045	    -2.281	    -0.035	    44.491	    45.110	         0	         0	     0.008	    -0.172	         -2.516	         44.650	          0.159	         -0.460
      1825.60635	     -50.002333	      44.246270	    1351618.111	    1351576.098	     0.092	     4.180	     0.004	    -0.066	     0.074	    -0.043	    -2.282	    -0.019	    44.439	    45.048	         0	         0	     0.008	    -0.177	         -2.505	         44.518	          0.079	         -0.530
      1825.60636	     -49.960124	      44.295087	    1351603.794	    1351561.850	     0.108	     4.430	     0.003	    -0.066	     0.073	    -0.046	    -2.282	    -0.023	    44.374	    44.979	         0	         0	     0.008	    -0.185	         -2.521	         44.465	          0.091	         -0.514
      1825.60637	     -49.917890	      44.343812	    1351589.465	    1351547.569	     0.126	     4.560	     0.003	    -0.066	     0.072	    -0.044	    -2.282	    -0.021	    44.302	    44.905	         0	         0	     0.008	    -0.187	         -2.520	         44.416	          0.114	         -0.489
      1825.60638	     -49.875632	      44.392444	    1351575.124	    1351533.351	     0.103	     4.390	     0.002	    -0.066	     0.070	    -0.046	    -2.283	    -0.019	    44.230	    44.833	         0	         0	     0.008	    -0.183	         -2.519	         44.292	          0.062	         -0.541
      1825.60640	     -49.833349	      44.440984	    1351560.770	    1351519.005	     0.098	     4.360	     0.002	    -0.066	     0.069	    -0.046	    -2.283	    -0.031	    44.167	    44.759	         0	         0	     0.008	    -0.183	         -2.532	         44.297	          0.130	         -0.462
      1825.60641	     -49.791042	      44.489432	    1351546.404	    1351504.622	     0.092	     4.140	     0.002	    -0.066	     0.068	    -0.045	    -2.283	    -0.039	    44.107	    44.682	         0	         0	     0.008	    -0.174	         -2.531	         44.313	          0.206	         -0.369
      1825.60642	     -49.748711	      44.537789	    1351532.027	    1351490.439	     0.147	     4.760	     0.001	    -0.066	     0.067	    -0.044	    -2.283	    -0.006	    44.027	    44.599	         0	         0	     0.008	    -0.194	         -2.518	         44.106	          0.079	         -0.493
      1825.60643	     -49.706356	      44.586054	    1351517.637	    1351476.125	     0.120	     4.230	     0.000	    -0.066	     0.066	    -0.044	    -2.284	    -0.029	    43.924	    44.500	         0	         0	     0.008	    -0.178	         -2.527	         44.039	          0.115	         -0.461
      1825.60644	     -49.663976	      44.634228	    1351503.236	    1351461.813	     0.108	     4.410	    -0.001	    -0.066	     0.065	    -0.043	    -2.284	    -0.024	    43.815	    44.382	         0	         0	     0.008	    -0.183	         -2.527	         43.950	          0.135	         -0.432
      1825.60645	     -49.621573	      44.682311	    1351488.822	    1351447.559	     0.125	     4.090	    -0.002	    -0.066	     0.063	    -0.043	    -2.284	    -0.044	    43.708	    44.262	         0	         0	     0.008	    -0.174	         -2.540	         43.803	          0.095	         -0.459
      1825.60647	     -49.579145	      44.730304	    1351474.397	    1351433.185	     0.094	     4.060	    -0.003	    -0.066	     0.062	    -0.043	    -2.285	    -0.035	    43.624	    44.168	         0	         0	     0.008	    -0.173	         -2.532	         43.744	          0.120	         -0.424
      1825.60648	     -49.536694	      44.778206	    1351459.960	    1351418.767	     0.079	     3.920	    -0.004	    -0.066	     0.061	    -0.040	    -2.285	    -0.019	    43.600	    44.132	         0	         0	     0.008	    -0.169	         -2.510	         43.703	          0.103	         -0.429
      1825.60649	     -49.494219	      44.826018	    1351445.511	    1351404.329	     0.092	     4.340	    -0.005	    -0.066	     0.060	    -0.043	    -2.285	    -0.043	    43.633	    44.171	         0	         0	     0.008	    -0.181	         -2.550	         43.732	          0.099	         -0.439
      1825.60650	     -49.451720	      44.873740	    1351431.051	    1351389.816	     0.103	     4.700	    -0.006	    -0.066	     0.059	    -0.039	    -2.285	    -0.023	    43.714	    44.253	         0	         0	     0.008	    -0.193	         -2.539	         43.774	          0.060	         -0.479
      1825.60651	     -49.409197	      44.921372	    1351416.578	    1351375.234	     0.086	     4.140	    -0.008	    -0.067	     0.058	    -0.042	    -2.286	    -0.038	    43.799	    44.323	         0	         0	     0.008	    -0.176	         -2.543	         43.887	          0.088	         -0.436
      1825.60653	     -49.366651	      44.968915	    1351402.095	    1351360.748	     0.082	     4.370	    -0.009	    -0.067	     0.057	    -0.040	    -2.286	    -0.034	    43.850	    44.355	         0	         0	     0.008	    -0.182	         -2.544	         43.891	          0.041	         -0.464
      1825.60654	     -49.324082	      45.016369	    1351387.600	    1351346.275	     0.070	     4.630	    -0.010	    -0.067	     0.056	    -0.041	    -2.286	    -0.038	    43.875	    44.369	         0	         0	     0.008	    -0.190	         -2.558	         43.883	          0.008	         -0.486
      1825.60655	     -49.281489	      45.063733	    1351373.093	    1351331.754	     0.102	     4.450	    -0.011	    -0.067	     0.055	    -0.041	    -2.286	    -0.014	    43.901	    44.387	         0	         0	     0.008	    -0.184	         -2.529	         43.868	         -0.033	         -0.519
      1825.60656	     -49.238872	      45.111010	    1351358.575	    1351317.218	     0.084	     4.030	    -0.012	    -0.067	     0.054	    -0.041	    -2.287	    -0.014	    43.931	    44.412	         0	         0	     0.008	    -0.173	         -2.520	         43.877	         -0.054	         -0.535
      1825.60657	     -49.196233	      45.158197	    1351344.045	    1351302.667	     0.095	     4.350	    -0.013	    -0.067	     0.053	    -0.040	    -2.287	    -0.019	    43.981	    44.445	         0	         0	     0.008	    -0.181	         -2.533	         43.911	         -0.070	         -0.534
      1825.60658	     -49.153570	      45.205296	    1351329.504	    1351288.102	     0.110	     4.420	    -0.014	    -0.067	     0.052	    -0.040	    -2.287	    -0.023	    44.032	    44.484	         0	         0	     0.008	    -0.183	         -2.540	         43.942	         -0.090	         -0.542
      1825.60660	     -49.110884	      45.252308	    1351314.952	    1351273.453	     0.139	     4.270	    -0.015	    -0.067	     0.051	    -0.041	    -2.287	    -0.027	    44.082	    44.529	         0	         0	     0.008	    -0.179	         -2.542	         44.041	         -0.041	         -0.488
      1825.60661	     -49.068175	      45.299231	    1351300.389	    1351258.856	     0.050	     4.230	    -0.016	    -0.067	     0.050	    -0.040	    -2.287	    -0.040	    44.130	    44.575	         0	         0	     0.008	    -0.175	         -2.551	         44.084	         -0.046	         -0.491
      1825.60662	     -49.025443	      45.346067	    1351285.814	    1351244.221	     0.073	     4.050	    -0.017	    -0.067	     0.049	    -0.040	    -2.288	    -0.038	    44.175	    44.621	         0	         0	     0.008	    -0.169	         -2.545	         44.138	         -0.037	         -0.483
      1825.60663	     -48.982688	      45.392816	    1351271.228	    1351229.618	     0.097	     4.220	    -0.018	    -0.067	     0.048	    -0.040	    -2.288	    -0.045	    44.227	    44.664	         0	         0	     0.008	    -0.174	         -2.558	         44.168	         -0.059	         -0.496
      1825.60664	     -48.939910	      45.439477	    1351256.631	    1351214.940	     0.068	     4.080	    -0.019	    -0.067	     0.047	    -0.039	    -2.288	    -0.032	    44.278	    44.706	         0	         0	     0.008	    -0.170	         -2.541	         44.232	         -0.046	         -0.474
      1825.60666	     -48.897110	      45.486052	    1351242.023	    1351200.274	     0.080	     3.970	    -0.020	    -0.067	     0.046	    -0.039	    -2.288	    -0.015	    44.327	    44.753	         0	         0	     0.008	    -0.164	         -2.519	         44.268	         -0.059	         -0.485
      1825.60667	     -48.854286	      45.532540	    1351227.404	    1351185.581	     0.064	     4.010	    -0.021	    -0.067	     0.045	    -0.038	    -2.289	    -0.024	    44.372	    44.797	         0	         0	     0.008	    -0.169	         -2.534	         44.357	         -0.015	         -0.440
      1825.60668	     -48.811440	      45.578942	    1351212.775	    1351170.890	     0.060	     3.940	    -0.022	    -0.068	     0.044	    -0.037	    -2.289	    -0.030	    44.408	    44.827	         0	         0	     0.008	    -0.166	         -2.538	         44.423	          0.015	         -0.404
      1825.60669	     -48.768572	      45.625258	    1351198.134	    1351156.255	     0.082	     3.810	    -0.022	    -0.068	     0.044	    -0.036	    -2.289	    -0.024	    44.442	    44.853	         0	         0	     0.008	    -0.160	         -2.525	         44.404	         -0.038	         -0.449
      1825.60670	     -48.725681	      45.671488	    1351183.482	    1351141.536	     0.078	     3.940	    -0.023	    -0.068	     0.043	    -0.036	    -2.289	    -0.044	    44.481	    44.890	         0	         0	     0.008	    -0.166	         -2.552	         44.498	          0.017	         -0.392
      1825.60671	     -48.682768	      45.717632	    1351168.820	    1351126.784	     0.084	     3.890	    -0.024	    -0.068	     0.042	    -0.036	    -2.289	    -0.023	    44.522	    44.934	         0	         0	     0.008	    -0.162	         -2.528	         44.564	          0.042	         -0.370
      1825.60673	     -48.639832	      45.763690	    1351154.147	    1351112.113	     0.086	     3.790	    -0.025	    -0.068	     0.041	    -0.034	    -2.290	    -0.030	    44.569	    44.972	         0	         0	     0.008	    -0.159	         -2.532	         44.566	         -0.003	         -0.406
      1825.60674	     -48.596874	      45.809664	    1351139.463	    1351097.411	     0.096	     4.120	    -0.025	    -0.068	     0.040	    -0.034	    -2.290	    -0.025	    44.617	    45.003	         0	         0	     0.008	    -0.169	         -2.538	         44.590	         -0.027	         -0.413
      1825.60675	     -48.553894	      45.855552	    1351124.769	    1351082.643	     0.051	     4.010	    -0.026	    -0.068	     0.040	    -0.033	    -2.290	    -0.037	    44.660	    45.041	         0	         0	     0.008	    -0.164	         -2.544	         44.670	          0.010	         -0.371
      1825.60676	     -48.510892	      45.901356	    1351110.064	    1351067.963	     0.108	     3.850	    -0.027	    -0.068	     0.039	    -0.033	    -2.290	    -0.015	    44.701	    45.085	         0	         0	     0.008	    -0.160	         -2.519	         44.620	         -0.081	         -0.465
      1825.60677	     -48.467868	      45.947075	    1351095.348	    1351053.195	     0.083	     3.850	    -0.028	    -0.068	     0.038	    -0.034	    -2.290	    -0.031	    44.748	    45.125	         0	         0	     0.008	    -0.160	         -2.537	         44.690	         -0.058	         -0.435
      1825.60679	     -48.424821	      45.992710	    1351080.622	    1351038.428	     0.055	     3.630	    -0.029	    -0.068	     0.038	    -0.033	    -2.290	    -0.010	    44.788	    45.156	         0	         0	     0.008	    -0.148	         -2.503	         44.697	         -0.091	         -0.459
      1825.60680	     -48.381753	      46.038261	    1351065.885	    1351023.662	     0.072	     3.560	    -0.030	    -0.068	     0.037	    -0.033	    -2.290	    -0.015	    44.823	    45.183	         0	         0	     0.008	    -0.142	         -2.503	         44.726	         -0.097	         -0.457
      1825.60681	     -48.338663	      46.083728	    1351051.139	    1351008.839	     0.085	     3.350	    -0.031	    -0.068	     0.036	    -0.033	    -2.291	    -0.030	    44.863	    45.212	         0	         0	     0.008	    -0.138	         -2.516	         44.816	         -0.047	         -0.396
      1825.60682	     -48.295551	      46.129111	    1351036.381	    1350994.081	     0.092	     3.590	    -0.032	    -0.068	     0.036	    -0.034	    -2.291	    -0.014	    44.909	    45.248	         0	         0	     0.008	    -0.145	         -2.508	         44.808	         -0.101	         -0.440
      1825.60683	     -48.252417	      46.174411	    1351021.614	    1350979.203	     0.095	     3.290	    -0.033	    -0.068	     0.035	    -0.035	    -2.291	    -0.037	    44.964	    45.293	         0	         0	     0.008	    -0.130	         -2.518	         44.929	         -0.035	         -0.364
      1825.60684	     -48.209262	      46.219628	    1351006.836	    1350964.401	     0.124	     3.290	    -0.034	    -0.069	     0.035	    -0.035	    -2.291	    -0.007	    45.026	    45.350	         0	         0	     0.008	    -0.128	         -2.487	         44.922	         -0.104	         -0.428
      1825.60686	     -48.166085	      46.264762	    1350992.048	    1350949.507	     0.078	     3.250	    -0.035	    -0.069	     0.034	    -0.035	    -2.291	    -0.043	    45.084	    45.416	         0	         0	     0.008	    -0.125	         -2.521	         45.062	         -0.022	         -0.354
      1825.60687	     -48.122886	      46.309813	    1350977.250	    1350934.635	     0.108	     3.130	    -0.036	    -0.069	     0.033	    -0.035	    -2.291	    -0.025	    45.144	    45.481	         0	         0	     0.008	    -0.124	         -2.503	         45.118	         -0.026	         -0.363
      1825.60688	     -48.079666	      46.354782	    1350962.442	    1350919.696	     0.111	     3.040	    -0.037	    -0.069	     0.033	    -0.035	    -2.291	    -0.020	    45.199	    45.533	         0	         0	     0.008	    -0.118	         -2.492	         45.238	          0.039	         -0.295
      1825.60689	     -48.036425	      46.399668	    1350947.624	    1350904.857	     0.077	     3.020	    -0.038	    -0.069	     0.032	    -0.035	    -2.292	    -0.020	    45.242	    45.576	         0	         0	     0.008	    -0.119	         -2.495	         45.262	          0.020	         -0.314
      1825.60690	     -47.993163	      46.444472	    1350932.796	    1350889.932	     0.069	     2.990	    -0.039	    -0.069	     0.032	    -0.036	    -2.292	    -0.024	    45.296	    45.619	         0	         0	     0.008	    -0.116	         -2.497	         45.361	          0.065	         -0.258
      1825.60691	     -47.949879	      46.489195	    1350917.958	    1350874.997	     0.052	     2.900	    -0.039	    -0.069	     0.031	    -0.037	    -2.292	    -0.015	    45.358	    45.670	         0	         0	     0.008	    -0.121	         -2.495	         45.456	          0.098	         -0.214
      1825.60693	     -47.906573	      46.533836	    1350903.110	    1350860.069	     0.073	     3.000	    -0.040	    -0.069	     0.031	    -0.037	    -2.292	    -0.036	    45.416	    45.731	         0	         0	     0.008	    -0.121	         -2.516	         45.557	          0.141	         -0.174
      1825.60694	     -47.863247	      46.578395	    1350888.252	    1350845.140	     0.097	     2.940	    -0.041	    -0.069	     0.030	    -0.039	    -2.292	    -0.048	    45.476	    45.798	         0	         0	     0.008	    -0.114	         -2.524	         45.636	          0.160	         -0.162
      1825.60695	     -47.819900	      46.622873	    1350873.384	    1350830.236	     0.078	     2.970	    -0.041	    -0.069	     0.030	    -0.039	    -2.292	    -0.026	    45.544	    45.867	         0	         0	     0.008	    -0.118	         -2.506	         45.654	          0.110	         -0.213
      1825.60696	     -47.776532	      46.667271	    1350858.507	    1350815.242	     0.050	     3.160	    -0.042	    -0.069	     0.029	    -0.043	    -2.292	    -0.036	    45.617	    45.932	         0	         0	     0.008	    -0.126	         -2.529	         45.794	          0.177	         -0.138
      1825.60697	     -47.733142	      46.711587	    1350843.620	    1350800.259	     0.078	     3.050	    -0.043	    -0.069	     0.029	    -0.042	    -2.292	    -0.015	    45.694	    45.994	         0	         0	     0.008	    -0.130	         -2.511	         45.872	          0.178	         -0.122
