 Satellite:           Jason-1
 Date of filtering:   10-May-2015, 19:56:15
 Original file: 	  Jason-1\Jason-1_ASCII\110\110_005tu_jason1.00_ASCII.txt 
 Filters configuration: 	         0 and          0 
 
            jday	           glat	           glon	           hsat	           ralt	    stdalt	       swh	     otide	     etide	      invb	     wtrop	     dtrop	     ionos	      mssh	      geoh	    iflags	    oflags	     ptide	       emb	
      1825.68091	     -61.013423	     356.021388	    1355063.393	    1355052.186	     0.098	     0.980	     0.114	    -0.049	     0.355	    -0.044	    -2.216	    -0.070	    12.996	    14.510	         0	         0	     0.006	    -0.037	
      1825.68094	     -60.953598	     356.199076	    1355045.750	    1355034.481	     0.041	     0.750	     0.115	    -0.049	     0.356	    -0.044	    -2.216	    -0.056	    13.043	    14.565	         0	         0	     0.006	    -0.028	
      1825.68095	     -60.923589	     356.287658	    1355036.892	    1355026.000	     0.356	     3.190	     0.116	    -0.049	     0.356	    -0.045	    -2.216	    -0.024	    13.089	    14.618	         0	         0	     0.006	    -0.118	
      1825.68096	     -60.893515	     356.376065	    1355028.010	    1355016.626	     0.080	     0.720	     0.117	    -0.049	     0.356	    -0.045	    -2.216	    -0.032	    13.142	    14.675	         0	         0	     0.006	    -0.028	
      1825.68097	     -60.863379	     356.464298	    1355019.104	    1355007.666	     0.061	     0.790	     0.117	    -0.049	     0.356	    -0.045	    -2.216	    -0.034	    13.201	    14.727	         0	         0	     0.006	    -0.031	
      1825.68098	     -60.833178	     356.552357	    1355010.174	    1354998.697	     0.057	     0.580	     0.118	    -0.049	     0.356	    -0.046	    -2.216	    -0.027	    13.255	    14.783	         0	         0	     0.006	    -0.025	
      1825.68100	     -60.802914	     356.640242	    1355001.220	    1354989.696	     0.063	     0.820	     0.119	    -0.049	     0.356	    -0.046	    -2.216	    -0.044	    13.302	    14.836	         0	         0	     0.006	    -0.033	
      1825.68103	     -60.711744	     356.902855	    1354974.214	    1354962.900	     0.283	     2.790	     0.122	    -0.049	     0.356	    -0.045	    -2.216	    -0.079	    13.388	    14.912	         0	         0	     0.006	    -0.103	
      1825.68104	     -60.681229	     356.990046	    1354965.164	    1354953.458	     0.079	     0.000	     0.123	    -0.049	     0.356	    -0.047	    -2.216	    -0.055	    13.379	    14.896	         0	         0	     0.006	    -0.001	
      1825.68108	     -60.589309	     357.250581	    1354937.871	    1354926.476	     0.063	     1.220	     0.125	    -0.049	     0.356	    -0.045	    -2.216	    -0.008	    13.260	    14.794	         0	         0	     0.006	    -0.047	
      1825.68111	     -60.496833	     357.509565	    1354910.364	    1354898.754	     0.063	     0.750	     0.128	    -0.050	     0.356	    -0.047	    -2.216	    -0.029	    13.408	    14.941	         0	         0	     0.006	    -0.029	
      1825.68113	     -60.465885	     357.595549	    1354901.148	    1354889.371	     0.057	     0.800	     0.128	    -0.050	     0.356	    -0.046	    -2.216	    -0.032	    13.523	    15.049	         0	         0	     0.006	    -0.031	
      1825.68114	     -60.434875	     357.681361	    1354891.908	    1354880.026	     0.096	     1.000	     0.129	    -0.050	     0.356	    -0.047	    -2.216	    -0.047	    13.653	    15.177	         0	         0	     0.006	    -0.038	
      1825.68115	     -60.403805	     357.767002	    1354882.644	    1354870.555	     0.058	     0.380	     0.130	    -0.050	     0.356	    -0.045	    -2.216	    -0.062	    13.800	    15.324	         0	         0	     0.006	    -0.016	
      1825.68117	     -60.341483	     357.937770	    1354864.046	    1354852.059	     0.359	     3.420	     0.131	    -0.050	     0.355	    -0.046	    -2.216	    -0.010	    14.065	    15.578	         0	         0	     0.006	    -0.127	
      1825.68119	     -60.310232	     358.022898	    1354854.712	    1354842.320	     0.072	     0.750	     0.131	    -0.050	     0.355	    -0.047	    -2.216	    -0.026	    14.122	    15.632	         0	         0	     0.006	    -0.028	
      1825.68121	     -60.247549	     358.192642	    1354835.973	    1354823.570	     0.057	     0.870	     0.133	    -0.050	     0.355	    -0.047	    -2.216	    -0.040	    14.161	    15.650	         0	         0	     0.006	    -0.033	
      1825.68122	     -60.216118	     358.277259	    1354826.568	    1354814.099	     0.073	     0.460	     0.134	    -0.050	     0.355	    -0.048	    -2.216	    -0.032	    14.170	    15.670	         0	         0	     0.006	    -0.021	
      1825.68124	     -60.153077	     358.445983	    1354807.689	    1354795.248	     0.075	     1.260	     0.135	    -0.050	     0.355	    -0.049	    -2.216	    -0.031	    14.237	    15.740	         0	         0	     0.006	    -0.049	
      1825.68126	     -60.121468	     358.530091	    1354798.214	    1354785.744	     0.072	     1.260	     0.136	    -0.050	     0.355	    -0.048	    -2.216	    -0.049	    14.303	    15.806	         0	         0	     0.006	    -0.049	
      1825.68127	     -60.089799	     358.614029	    1354788.716	    1354776.072	     0.058	     0.700	     0.136	    -0.050	     0.355	    -0.049	    -2.216	    -0.047	    14.385	    15.886	         0	         0	     0.006	    -0.028	
      1825.68128	     -60.058072	     358.697799	    1354779.194	    1354766.541	     0.075	     1.170	     0.137	    -0.050	     0.355	    -0.049	    -2.216	    -0.040	    14.430	    15.934	         0	         0	     0.006	    -0.046	
      1825.68129	     -60.026287	     358.781399	    1354769.650	    1354756.993	     0.049	     1.020	     0.138	    -0.050	     0.355	    -0.049	    -2.216	    -0.042	    14.411	    15.913	         0	         0	     0.006	    -0.041	
      1825.68130	     -59.994443	     358.864831	    1354760.082	    1354747.517	     0.062	     1.040	     0.139	    -0.050	     0.355	    -0.050	    -2.216	    -0.034	    14.345	    15.843	         0	         0	     0.006	    -0.042	
      1825.68132	     -59.962541	     358.948095	    1354750.491	    1354737.974	     0.089	     1.300	     0.139	    -0.050	     0.355	    -0.049	    -2.216	    -0.054	    14.274	    15.763	         0	         0	     0.006	    -0.051	
      1825.68133	     -59.930580	     359.031190	    1354740.877	    1354728.445	     0.063	     1.250	     0.141	    -0.050	     0.355	    -0.049	    -2.216	    -0.032	    14.212	    15.698	         0	         0	     0.007	    -0.050	
      1825.68134	     -59.898562	     359.114118	    1354731.239	    1354718.884	     0.063	     1.270	     0.142	    -0.050	     0.355	    -0.049	    -2.216	    -0.031	    14.170	    15.665	         0	         0	     0.007	    -0.051	
      1825.68135	     -59.866487	     359.196878	    1354721.579	    1354709.244	     0.058	     1.370	     0.143	    -0.050	     0.355	    -0.050	    -2.216	    -0.028	    14.165	    15.661	         0	         0	     0.007	    -0.054	
      1825.68136	     -59.834353	     359.279471	    1354711.895	    1354699.496	     0.069	     1.220	     0.143	    -0.050	     0.355	    -0.048	    -2.216	    -0.028	    14.178	    15.663	         0	         0	     0.007	    -0.049	
      1825.68137	     -59.802163	     359.361896	    1354702.189	    1354689.806	     0.067	     1.130	     0.144	    -0.050	     0.354	    -0.050	    -2.216	    -0.035	    14.181	    15.660	         0	         0	     0.007	    -0.046	
      1825.68139	     -59.769915	     359.444155	    1354692.460	    1354680.059	     0.066	     1.100	     0.145	    -0.050	     0.354	    -0.049	    -2.216	    -0.040	    14.183	    15.672	         0	         0	     0.007	    -0.046	
      1825.68140	     -59.737610	     359.526247	    1354682.707	    1354670.328	     0.067	     1.330	     0.146	    -0.050	     0.354	    -0.050	    -2.216	    -0.035	    14.232	    15.719	         0	         0	     0.007	    -0.053	
      1825.68141	     -59.705249	     359.608172	    1354672.932	    1354660.416	     0.051	     1.290	     0.147	    -0.050	     0.354	    -0.049	    -2.216	    -0.048	    14.323	    15.804	         0	         0	     0.007	    -0.050	
      1825.68142	     -59.672831	     359.689932	    1354663.134	    1354650.444	     0.075	     1.250	     0.148	    -0.050	     0.354	    -0.049	    -2.216	    -0.036	    14.459	    15.932	         0	         0	     0.007	    -0.050	
      1825.68144	     -59.607826	     359.852953	    1354643.469	    1354630.451	     0.072	     1.330	     0.150	    -0.051	     0.354	    -0.050	    -2.216	    -0.052	    14.808	    16.283	         0	         0	     0.007	    -0.053	
      1825.68146	     -59.575240	     359.934215	    1354633.602	    1354620.391	     0.056	     1.230	     0.151	    -0.051	     0.354	    -0.050	    -2.216	    -0.036	    14.993	    16.466	         0	         0	     0.007	    -0.050	
      1825.68147	     -59.542597	       0.015313	    1354623.713	    1354610.345	     0.065	     1.360	     0.152	    -0.051	     0.354	    -0.051	    -2.216	    -0.030	    15.175	    16.640	         0	         0	     0.007	    -0.056	
      1825.68148	     -59.509899	       0.096245	    1354613.801	    1354600.264	     0.087	     1.170	     0.152	    -0.051	     0.354	    -0.052	    -2.216	    -0.043	    15.321	    16.786	         0	         0	     0.007	    -0.050	
      1825.68149	     -59.477145	       0.177012	    1354603.866	    1354590.236	     0.044	     1.350	     0.153	    -0.051	     0.353	    -0.051	    -2.217	    -0.038	    15.430	    16.884	         0	         0	     0.007	    -0.057	
      1825.68150	     -59.444336	       0.257616	    1354593.909	    1354580.178	     0.067	     1.430	     0.154	    -0.051	     0.353	    -0.051	    -2.217	    -0.024	    15.510	    16.958	         0	         0	     0.007	    -0.059	
      1825.68152	     -59.411472	       0.338055	    1354583.928	    1354570.165	     0.063	     1.400	     0.154	    -0.051	     0.353	    -0.051	    -2.217	    -0.036	    15.590	    17.039	         0	         0	     0.007	    -0.058	
      1825.68153	     -59.378553	       0.418330	    1354573.926	    1354560.057	     0.076	     1.450	     0.155	    -0.051	     0.353	    -0.051	    -2.217	    -0.032	    15.663	    17.128	         0	         0	     0.007	    -0.060	
      1825.68154	     -59.345579	       0.498441	    1354563.901	    1354549.958	     0.087	     1.660	     0.155	    -0.051	     0.353	    -0.051	    -2.217	    -0.034	    15.749	    17.211	         0	         0	     0.007	    -0.068	
      1825.68155	     -59.312550	       0.578389	    1354553.853	    1354539.747	     0.063	     1.120	     0.156	    -0.051	     0.353	    -0.051	    -2.217	    -0.050	    15.845	    17.298	         0	         0	     0.007	    -0.050	
      1825.68156	     -59.279468	       0.658174	    1354543.783	    1354529.626	     0.065	     1.310	     0.156	    -0.051	     0.353	    -0.052	    -2.217	    -0.041	    15.967	    17.422	         0	         0	     0.007	    -0.057	
      1825.68157	     -59.246330	       0.737797	    1354533.690	    1354519.347	     0.063	     1.440	     0.157	    -0.051	     0.352	    -0.051	    -2.217	    -0.031	    16.119	    17.581	         0	         0	     0.007	    -0.060	
      1825.68159	     -59.213139	       0.817256	    1354523.575	    1354509.085	     0.070	     1.410	     0.158	    -0.051	     0.352	    -0.051	    -2.217	    -0.032	    16.286	    17.746	         0	         0	     0.007	    -0.060	
      1825.68160	     -59.179894	       0.896553	    1354513.438	    1354498.791	     0.069	     1.390	     0.159	    -0.051	     0.352	    -0.051	    -2.217	    -0.030	    16.448	    17.892	         0	         0	     0.007	    -0.058	
      1825.68161	     -59.146595	       0.975689	    1354503.278	    1354488.508	     0.070	     1.480	     0.160	    -0.051	     0.352	    -0.051	    -2.217	    -0.022	    16.547	    17.988	         0	         0	     0.007	    -0.065	
      1825.68162	     -59.113242	       1.054662	    1354493.096	    1354478.358	     0.077	     1.580	     0.161	    -0.051	     0.352	    -0.051	    -2.217	    -0.038	    16.545	    17.988	         0	         0	     0.007	    -0.063	
      1825.68163	     -59.079836	       1.133474	    1354482.892	    1354468.256	     0.077	     1.520	     0.162	    -0.051	     0.352	    -0.051	    -2.217	    -0.046	    16.442	    17.893	         0	         0	     0.007	    -0.060	
      1825.68165	     -59.046377	       1.212125	    1354472.665	    1354458.085	     0.020	     1.190	     0.163	    -0.051	     0.351	    -0.051	    -2.217	    -0.043	    16.347	    17.799	         0	         0	     0.007	    -0.051	
      1825.68166	     -59.012865	       1.290614	    1354462.417	    1354447.851	     0.065	     1.410	     0.164	    -0.051	     0.351	    -0.052	    -2.217	    -0.007	    16.346	    17.804	         0	         0	     0.007	    -0.058	
      1825.68167	     -58.979300	       1.368943	    1354452.146	    1354437.476	     0.089	     1.290	     0.165	    -0.051	     0.351	    -0.052	    -2.217	    -0.038	    16.448	    17.914	         0	         0	     0.007	    -0.054	
      1825.68168	     -58.945682	       1.447112	    1354441.853	    1354427.014	     0.058	     1.270	     0.165	    -0.051	     0.351	    -0.051	    -2.217	    -0.032	    16.622	    18.090	         0	         0	     0.007	    -0.053	
      1825.68169	     -58.912012	       1.525120	    1354431.537	    1354416.482	     0.089	     1.390	     0.166	    -0.051	     0.351	    -0.052	    -2.217	    -0.047	    16.820	    18.295	         0	         0	     0.007	    -0.056	
      1825.68170	     -58.878289	       1.602969	    1354421.200	    1354405.983	     0.069	     1.590	     0.167	    -0.051	     0.351	    -0.052	    -2.217	    -0.040	    17.015	    18.491	         0	         0	     0.007	    -0.063	
      1825.68172	     -58.844514	       1.680658	    1354410.841	    1354395.458	     0.080	     1.330	     0.167	    -0.051	     0.350	    -0.052	    -2.217	    -0.037	    17.186	    18.652	         0	         0	     0.007	    -0.056	
      1825.68173	     -58.810687	       1.758187	    1354400.460	    1354384.928	     0.077	     1.520	     0.168	    -0.052	     0.350	    -0.053	    -2.217	    -0.032	    17.329	    18.793	         0	         0	     0.007	    -0.063	
      1825.68174	     -58.776808	       1.835558	    1354390.057	    1354374.423	     0.064	     1.740	     0.169	    -0.052	     0.350	    -0.053	    -2.217	    -0.046	    17.465	    18.930	         0	         0	     0.007	    -0.068	
      1825.68175	     -58.742878	       1.912770	    1354379.631	    1354363.852	     0.059	     1.530	     0.169	    -0.052	     0.350	    -0.054	    -2.217	    -0.037	    17.573	    19.038	         0	         0	     0.007	    -0.062	
      1825.68176	     -58.708896	       1.989823	    1354369.184	    1354353.334	     0.056	     1.530	     0.170	    -0.052	     0.350	    -0.054	    -2.218	    -0.058	    17.644	    19.098	         0	         0	     0.007	    -0.062	
      1825.68178	     -58.674862	       2.066718	    1354358.716	    1354342.870	     0.052	     1.600	     0.170	    -0.052	     0.349	    -0.054	    -2.218	    -0.047	    17.674	    19.125	         0	         0	     0.007	    -0.062	
      1825.68179	     -58.640778	       2.143456	    1354348.225	    1354332.286	     0.074	     1.340	     0.171	    -0.052	     0.349	    -0.055	    -2.218	    -0.037	    17.688	    19.137	         0	         0	     0.007	    -0.054	
      1825.68180	     -58.606642	       2.220035	    1354337.713	    1354321.808	     0.045	     1.370	     0.172	    -0.052	     0.349	    -0.054	    -2.218	    -0.054	    17.684	    19.135	         0	         0	     0.007	    -0.055	
      1825.68181	     -58.572456	       2.296457	    1354327.178	    1354311.313	     0.066	     1.340	     0.173	    -0.052	     0.349	    -0.056	    -2.218	    -0.028	    17.671	    19.121	         0	         0	     0.007	    -0.054	
      1825.68182	     -58.538219	       2.372722	    1354316.622	    1354300.747	     0.066	     1.390	     0.174	    -0.052	     0.349	    -0.055	    -2.218	    -0.048	    17.661	    19.110	         0	         0	     0.007	    -0.055	
      1825.68183	     -58.503931	       2.448831	    1354306.045	    1354290.183	     0.072	     1.660	     0.174	    -0.052	     0.348	    -0.056	    -2.218	    -0.036	    17.691	    19.145	         0	         0	     0.007	    -0.064	
      1825.68185	     -58.469593	       2.524783	    1354295.446	    1354279.427	     0.069	     1.500	     0.175	    -0.052	     0.348	    -0.057	    -2.218	    -0.023	    17.802	    19.269	         0	         0	     0.007	    -0.060	
      1825.68186	     -58.435204	       2.600578	    1354284.825	    1354268.605	     0.056	     1.610	     0.176	    -0.052	     0.348	    -0.057	    -2.218	    -0.028	    17.999	    19.462	         0	         0	     0.007	    -0.064	
      1825.68187	     -58.400766	       2.676218	    1354274.182	    1354257.805	     0.078	     1.710	     0.176	    -0.052	     0.348	    -0.058	    -2.218	    -0.041	    18.181	    19.646	         0	         0	     0.007	    -0.066	
      1825.68188	     -58.366278	       2.751702	    1354263.519	    1354247.051	     0.073	     1.700	     0.177	    -0.052	     0.348	    -0.058	    -2.218	    -0.039	    18.305	    19.772	         0	         0	     0.007	    -0.067	
      1825.68189	     -58.331740	       2.827031	    1354252.833	    1354236.266	     0.069	     1.450	     0.178	    -0.052	     0.348	    -0.058	    -2.218	    -0.026	    18.384	    19.835	         0	         0	     0.007	    -0.060	
      1825.68191	     -58.297153	       2.902205	    1354242.126	    1354225.566	     0.071	     1.830	     0.179	    -0.052	     0.347	    -0.059	    -2.218	    -0.029	    18.379	    19.828	         0	         0	     0.007	    -0.072	
      1825.68192	     -58.262516	       2.977224	    1354231.398	    1354214.899	     0.045	     1.620	     0.179	    -0.052	     0.347	    -0.058	    -2.218	    -0.055	    18.297	    19.753	         0	         0	     0.007	    -0.066	
      1825.68193	     -58.227830	       3.052088	    1354220.649	    1354204.250	     0.095	     1.420	     0.180	    -0.052	     0.347	    -0.059	    -2.218	    -0.020	    18.208	    19.662	         0	         0	     0.007	    -0.060	
      1825.68194	     -58.193095	       3.126798	    1354209.878	    1354193.536	     0.055	     1.550	     0.180	    -0.052	     0.347	    -0.058	    -2.218	    -0.036	    18.159	    19.625	         0	         0	     0.007	    -0.064	
      1825.68195	     -58.158310	       3.201355	    1354199.085	    1354182.722	     0.029	     1.650	     0.181	    -0.052	     0.347	    -0.059	    -2.218	    -0.029	    18.186	    19.657	         0	         0	     0.007	    -0.068	
      1825.68196	     -58.123478	       3.275758	    1354188.272	    1354171.825	     0.083	     1.720	     0.182	    -0.052	     0.347	    -0.058	    -2.218	    -0.030	    18.241	    19.714	         0	         0	     0.007	    -0.071	
      1825.68198	     -58.088596	       3.350007	    1354177.437	    1354160.977	     0.069	     1.640	     0.183	    -0.052	     0.346	    -0.059	    -2.218	    -0.021	    18.294	    19.754	         0	         0	     0.007	    -0.070	
      1825.68199	     -58.053666	       3.424104	    1354166.581	    1354150.057	     0.074	     1.650	     0.183	    -0.052	     0.346	    -0.058	    -2.218	    -0.022	    18.331	    19.781	         0	         0	     0.007	    -0.067	
      1825.68200	     -58.018688	       3.498047	    1354155.704	    1354139.121	     0.088	     1.520	     0.184	    -0.052	     0.346	    -0.058	    -2.218	    -0.041	    18.379	    19.831	         0	         0	     0.007	    -0.062	
      1825.68201	     -57.983662	       3.571839	    1354144.805	    1354128.172	     0.059	     1.750	     0.184	    -0.053	     0.346	    -0.058	    -2.219	    -0.015	    18.446	    19.911	         0	         0	     0.007	    -0.070	
      1825.68202	     -57.948588	       3.645478	    1354133.886	    1354117.210	     0.093	     2.100	     0.185	    -0.053	     0.346	    -0.058	    -2.219	    -0.031	    18.529	    19.992	         0	         0	     0.007	    -0.080	
      1825.68203	     -57.913466	       3.718966	    1354122.946	    1354106.116	     0.070	     1.650	     0.186	    -0.053	     0.345	    -0.058	    -2.219	    -0.040	    18.609	    20.066	         0	         0	     0.007	    -0.067	
      1825.68205	     -57.878296	       3.792302	    1354111.984	    1354095.067	     0.083	     1.620	     0.186	    -0.053	     0.345	    -0.058	    -2.219	    -0.050	    18.697	    20.151	         0	         0	     0.007	    -0.065	
      1825.68206	     -57.843079	       3.865486	    1354101.002	    1354084.023	     0.048	     1.660	     0.187	    -0.053	     0.345	    -0.058	    -2.219	    -0.025	    18.783	    20.240	         0	         0	     0.007	    -0.066	
      1825.68207	     -57.807815	       3.938520	    1354089.998	    1354072.978	     0.077	     1.620	     0.188	    -0.053	     0.345	    -0.058	    -2.219	    -0.023	    18.843	    20.306	         0	         0	     0.007	    -0.066	
      1825.68208	     -57.772503	       4.011403	    1354078.974	    1354061.877	     0.056	     1.540	     0.189	    -0.053	     0.344	    -0.058	    -2.219	    -0.038	    18.891	    20.356	         0	         0	     0.007	    -0.062	
      1825.68209	     -57.737144	       4.084136	    1354067.929	    1354050.835	     0.093	     2.210	     0.189	    -0.053	     0.344	    -0.058	    -2.219	    -0.029	    18.969	    20.431	         0	         0	     0.007	    -0.081	
      1825.68211	     -57.701739	       4.156719	    1354056.863	    1354039.609	     0.058	     1.760	     0.190	    -0.053	     0.344	    -0.058	    -2.219	    -0.042	    19.074	    20.542	         0	         0	     0.007	    -0.068	
      1825.68212	     -57.666286	       4.229152	    1354045.776	    1354028.349	     0.092	     1.480	     0.191	    -0.053	     0.343	    -0.058	    -2.219	    -0.024	    19.180	    20.659	         0	         0	     0.007	    -0.061	
      1825.68213	     -57.630788	       4.301435	    1354034.669	    1354017.234	     0.073	     1.900	     0.192	    -0.053	     0.343	    -0.058	    -2.219	    -0.028	    19.289	    20.752	         0	         0	     0.007	    -0.074	
      1825.68214	     -57.595242	       4.373570	    1354023.541	    1354005.981	     0.053	     1.670	     0.193	    -0.053	     0.343	    -0.059	    -2.219	    -0.042	    19.362	    20.824	         0	         0	     0.007	    -0.065	
      1825.68215	     -57.559651	       4.445555	    1354012.392	    1353994.734	     0.049	     1.800	     0.193	    -0.053	     0.343	    -0.058	    -2.219	    -0.049	    19.434	    20.893	         0	         0	     0.007	    -0.070	
      1825.68216	     -57.524013	       4.517393	    1354001.222	    1353983.481	     0.037	     1.480	     0.194	    -0.053	     0.342	    -0.059	    -2.219	    -0.016	    19.512	    20.967	         0	         0	     0.007	    -0.062	
      1825.68218	     -57.488330	       4.589081	    1353990.032	    1353972.255	     0.059	     1.720	     0.195	    -0.053	     0.342	    -0.059	    -2.219	    -0.037	    19.568	    21.028	         0	         0	     0.007	    -0.067	
      1825.68219	     -57.452600	       4.660622	    1353978.822	    1353961.093	     0.067	     1.900	     0.196	    -0.053	     0.342	    -0.059	    -2.220	    -0.036	    19.599	    21.059	         0	         0	     0.007	    -0.073	
      1825.68220	     -57.416825	       4.732016	    1353967.590	    1353949.788	     0.059	     1.720	     0.197	    -0.053	     0.341	    -0.059	    -2.220	    -0.024	    19.617	    21.069	         0	         0	     0.007	    -0.068	
      1825.68221	     -57.381005	       4.803262	    1353956.339	    1353938.479	     0.053	     1.620	     0.199	    -0.053	     0.341	    -0.059	    -2.220	    -0.020	    19.633	    21.081	         0	         0	     0.007	    -0.064	
      1825.68222	     -57.345139	       4.874361	    1353945.067	    1353927.252	     0.091	     1.830	     0.200	    -0.053	     0.341	    -0.060	    -2.220	    -0.026	    19.654	    21.098	         0	         0	     0.007	    -0.070	
      1825.68224	     -57.309228	       4.945313	    1353933.774	    1353915.919	     0.099	     1.890	     0.201	    -0.053	     0.340	    -0.059	    -2.220	    -0.045	    19.664	    21.107	         0	         0	     0.007	    -0.071	
      1825.68225	     -57.273272	       5.016119	    1353922.461	    1353904.602	     0.063	     1.740	     0.202	    -0.053	     0.340	    -0.059	    -2.220	    -0.024	    19.656	    21.100	         0	         0	     0.007	    -0.068	
      1825.68226	     -57.237270	       5.086779	    1353911.128	    1353893.280	     0.099	     1.730	     0.203	    -0.053	     0.339	    -0.059	    -2.220	    -0.031	    19.655	    21.086	         0	         0	     0.007	    -0.069	
