 Satellite:           jason
 Date of parsing:     04-May-2015, 22:36:18

            jday	            glat	            glon	        hsat	        ralt	    stdalt	       swh	     otide	     etide	      invb	     wtrop	     dtrop	     ionos	      mssh	      geoh	    iflags	    oflags	     ptide	       emb
      1831.02558	       66.132506	        0.446416	 1353799.029	 1353751.969	     0.152	     6.930	    -0.206	    -0.058	     0.297	    -0.048	    -2.229	    -0.020	    49.766	    50.187	         0	         0	    -0.006	    -0.243
      1831.02559	       66.130793	        0.575941	 1353798.737	 1353751.571	     0.132	     5.800	    -0.207	    -0.058	     0.295	    -0.048	    -2.229	    -0.022	    49.679	    50.090	         0	         0	    -0.006	    -0.224
      1831.02560	       66.128966	        0.705447	 1353798.419	 1353751.401	     0.141	     5.610	    -0.208	    -0.058	     0.294	    -0.047	    -2.230	    -0.059	    49.547	    49.946	         0	         0	    -0.006	    -0.216
      1831.02561	       66.127022	        0.834932	 1353798.075	 1353751.299	     0.080	     6.170	    -0.208	    -0.058	     0.293	    -0.047	    -2.230	    -0.054	    49.336	    49.729	         0	         0	    -0.006	    -0.232
      1831.02563	       66.124963	        0.964397	 1353797.704	 1353751.132	     0.117	     5.960	    -0.209	    -0.058	     0.291	    -0.044	    -2.230	    -0.043	    49.079	    49.459	         0	         0	    -0.006	    -0.224
      1831.02564	       66.122789	        1.093840	 1353797.306	 1353751.033	     0.071	     6.070	    -0.210	    -0.058	     0.290	    -0.043	    -2.231	    -0.045	    48.802	    49.170	         0	         0	    -0.006	    -0.228
      1831.02565	       66.120499	        1.223259	 1353796.881	 1353750.992	     0.166	     6.710	    -0.211	    -0.058	     0.289	    -0.043	    -2.231	    -0.030	    48.522	    48.886	         0	         0	    -0.006	    -0.246
      1831.02566	       66.118093	        1.352653	 1353796.430	 1353750.686	     0.119	     6.150	    -0.212	    -0.058	     0.287	    -0.042	    -2.231	    -0.016	    48.255	    48.619	         0	         0	    -0.006	    -0.228
      1831.02567	       66.115572	        1.482022	 1353795.952	 1353750.556	     0.170	     6.960	    -0.213	    -0.058	     0.286	    -0.040	    -2.232	    -0.028	    48.032	    48.382	         0	         0	    -0.006	    -0.251
      1831.02568	       66.112936	        1.611363	 1353795.447	 1353750.248	     0.158	     6.450	    -0.214	    -0.058	     0.284	    -0.042	    -2.232	    -0.022	    47.819	    48.170	         0	         0	    -0.006	    -0.240
      1831.02570	       66.110184	        1.740676	 1353794.916	 1353749.986	     0.102	     6.200	    -0.215	    -0.058	     0.283	    -0.039	    -2.232	    -0.013	    47.598	    47.957	         0	         0	    -0.006	    -0.233
      1831.02571	       66.107317	        1.869960	 1353794.358	 1353749.740	     0.144	     6.520	    -0.216	    -0.057	     0.281	    -0.041	    -2.233	    -0.016	    47.357	    47.719	         0	         0	    -0.006	    -0.233
      1831.02572	       66.104335	        1.999212	 1353793.774	 1353749.221	     0.127	     5.990	    -0.218	    -0.057	     0.280	    -0.041	    -2.233	    -0.038	    47.111	    47.467	         0	         0	    -0.006	    -0.221
      1831.02573	       66.101237	        2.128433	 1353793.163	 1353748.853	     0.145	     6.750	    -0.219	    -0.057	     0.279	    -0.040	    -2.233	    -0.015	    46.888	    47.234	         0	         0	    -0.006	    -0.236
      1831.02574	       66.098025	        2.257621	 1353792.525	 1353748.384	     0.141	     6.670	    -0.220	    -0.057	     0.277	    -0.042	    -2.234	    -0.014	    46.703	    47.038	         0	         0	    -0.006	    -0.234
      1831.02576	       66.094697	        2.386775	 1353791.861	 1353747.780	     0.138	     6.380	    -0.221	    -0.057	     0.276	    -0.041	    -2.234	    -0.030	    46.548	    46.878	         0	         2	    -0.006	    -0.231
      1831.02577	       66.091254	        2.515892	 1353791.170	 1353747.265	     0.092	     7.160	    -0.222	    -0.057	     0.274	    -0.044	    -2.234	    -0.034	    46.418	    46.747	         0	         2	    -0.006	    -0.242
      1831.02578	       66.087696	        2.644973	 1353790.452	 1353746.867	     0.095	     8.270	    -0.222	    -0.057	     0.273	    -0.042	    -2.235	    -0.003	    46.292	    46.629	         0	         2	    -0.006	    -0.280
      1831.02579	       66.084023	        2.774017	 1353789.708	 1353746.242	     0.115	     7.460	    -0.223	    -0.057	     0.272	    -0.046	    -2.235	    -0.005	    46.158	    46.497	         0	         2	    -0.006	    -0.258
      1831.02580	       66.080235	        2.903021	 1353788.937	 1353745.644	     0.148	     7.390	    -0.224	    -0.057	     0.270	    -0.044	    -2.235	    -0.008	    46.024	    46.348	         0	         2	    -0.006	    -0.240
      1831.02581	       66.076332	        3.031985	 1353788.139	 1353744.786	     0.107	     6.590	    -0.224	    -0.057	     0.269	    -0.046	    -2.235	    -0.040	    45.885	    46.202	         0	         2	    -0.006	    -0.244
      1831.02583	       66.072314	        3.160907	 1353787.315	 1353744.204	     0.132	     7.350	    -0.225	    -0.056	     0.267	    -0.047	    -2.236	    -0.036	    45.742	    46.060	         0	         2	    -0.006	    -0.265
      1831.02584	       66.068182	        3.289787	 1353786.464	 1353743.442	     0.072	     6.680	    -0.226	    -0.056	     0.266	    -0.047	    -2.236	    -0.042	    45.598	    45.913	         0	         2	    -0.006	    -0.240
      1831.02585	       66.063935	        3.418623	 1353785.587	 1353742.851	     0.150	     7.950	    -0.228	    -0.056	     0.264	    -0.046	    -2.236	     0.000	    45.454	    45.768	         0	         2	    -0.006	    -0.265
      1831.02586	       66.059573	        3.547415	 1353784.683	 1353742.007	     0.167	     8.080	    -0.229	    -0.056	     0.263	    -0.047	    -2.237	    -0.015	    45.317	    45.630	         0	         2	    -0.006	    -0.264
      1831.02587	       66.055096	        3.676160	 1353783.753	 1353741.138	     0.140	     6.910	    -0.230	    -0.056	     0.262	    -0.047	    -2.237	    -0.020	    45.177	    45.490	         0	         2	    -0.006	    -0.252
      1831.02588	       66.050505	        3.804857	 1353782.795	 1353740.277	     0.135	     7.190	    -0.232	    -0.056	     0.260	    -0.048	    -2.237	    -0.027	    45.051	    45.350	         0	         2	    -0.006	    -0.251
      1831.02590	       66.045800	        3.933507	 1353781.812	 1353739.561	     0.132	     7.740	    -0.233	    -0.056	     0.259	    -0.047	    -2.238	    -0.012	    44.923	    45.222	         0	         2	    -0.006	    -0.253
      1831.02591	       66.040980	        4.062106	 1353780.801	 1353738.567	     0.116	     7.150	    -0.235	    -0.056	     0.258	    -0.048	    -2.238	    -0.051	    44.805	    45.109	         0	         2	    -0.006	    -0.244
      1831.02592	       66.036046	        4.190655	 1353779.764	 1353737.542	     0.166	     7.760	    -0.236	    -0.056	     0.256	    -0.048	    -2.238	    -0.026	    44.701	    45.004	         0	         2	    -0.006	    -0.271
      1831.02593	       66.030997	        4.319152	 1353778.701	 1353736.690	     0.105	     7.620	    -0.238	    -0.056	     0.255	    -0.048	    -2.239	    -0.024	    44.615	    44.907	         0	         2	    -0.006	    -0.254
      1831.02594	       66.025835	        4.447595	 1353777.611	 1353735.636	     0.157	     6.930	    -0.239	    -0.055	     0.254	    -0.047	    -2.239	    -0.026	    44.534	    44.818	         0	         2	    -0.006	    -0.239
      1831.02596	       66.020558	        4.575985	 1353776.494	 1353734.604	     0.169	     7.240	    -0.240	    -0.055	     0.252	    -0.047	    -2.239	    -0.037	    44.435	    44.725	         0	         2	    -0.006	    -0.247
      1831.02597	       66.015167	        4.704319	 1353775.351	 1353733.504	     0.114	     7.670	    -0.240	    -0.055	     0.251	    -0.047	    -2.240	    -0.056	    44.323	    44.611	         0	         2	    -0.006	    -0.268
      1831.02598	       66.009663	        4.832596	 1353774.181	 1353732.558	     0.159	     8.280	    -0.241	    -0.055	     0.249	    -0.046	    -2.240	    -0.034	    44.184	    44.470	         0	         2	    -0.006	    -0.292
      1831.02599	       66.004044	        4.960816	 1353772.985	 1353731.537	     0.114	     7.870	    -0.242	    -0.055	     0.247	    -0.046	    -2.240	    -0.020	    44.035	    44.308	         0	         2	    -0.006	    -0.274
      1831.02600	       65.998312	        5.088976	 1353771.762	 1353730.437	     0.126	     7.410	    -0.243	    -0.055	     0.246	    -0.046	    -2.241	    -0.039	    43.882	    44.142	         0	         2	    -0.006	    -0.260
      1831.02601	       65.992466	        5.217077	 1353770.513	 1353729.620	     0.268	     8.700	    -0.244	    -0.055	     0.244	    -0.044	    -2.241	    -0.046	    43.742	    43.995	         0	         2	    -0.006	    -0.305
      1831.02603	       65.986506	        5.345117	 1353769.237	 1353728.176	     0.174	     7.470	    -0.246	    -0.055	     0.243	    -0.045	    -2.241	    -0.074	    43.626	    43.877	         0	         2	    -0.006	    -0.262
      1831.02604	       65.980432	        5.473094	 1353767.934	 1353727.029	     0.161	     7.020	    -0.248	    -0.055	     0.241	    -0.044	    -2.242	    -0.004	    43.532	    43.784	         0	         2	    -0.006	    -0.239
      1831.02605	       65.974246	        5.601008	 1353766.605	 1353725.658	     0.124	     6.390	    -0.249	    -0.055	     0.240	    -0.044	    -2.242	    -0.007	    43.468	    43.707	         0	         2	    -0.006	    -0.230
      1831.02606	       65.967946	        5.728858	 1353765.249	 1353724.451	     0.172	     6.920	    -0.251	    -0.054	     0.239	    -0.043	    -2.242	     0.009	    43.425	    43.645	         0	         2	    -0.006	    -0.250
      1831.02607	       65.961532	        5.856642	 1353763.867	 1353722.970	     0.120	     6.760	    -0.253	    -0.054	     0.237	    -0.043	    -2.243	    -0.026	    43.394	    43.596	         0	         2	    -0.006	    -0.249
      1831.02609	       65.955005	        5.984359	 1353762.459	 1353721.593	     0.090	     6.720	    -0.254	    -0.054	     0.236	    -0.042	    -2.243	    -0.039	    43.370	    43.562	         0	         2	    -0.006	    -0.251
      1831.02610	       65.948366	        6.112008	 1353761.024	 1353720.235	     0.098	     6.780	    -0.257	    -0.054	     0.235	    -0.043	    -2.243	    -0.035	    43.346	    43.543	         0	         2	    -0.006	    -0.250
      1831.02611	       65.941613	        6.239589	 1353759.562	 1353718.702	     0.191	     6.480	    -0.260	    -0.054	     0.234	    -0.042	    -2.243	    -0.038	    43.318	    43.518	         0	         2	    -0.006	    -0.237
      1831.02612	       65.934747	        6.367099	 1353758.074	 1353717.326	     0.168	     6.810	    -0.263	    -0.054	     0.234	    -0.043	    -2.244	    -0.031	    43.276	    43.466	         0	         2	    -0.006	    -0.247
      1831.02613	       65.927769	        6.494538	 1353756.559	 1353715.847	     0.127	     6.000	    -0.266	    -0.054	     0.231	    -0.043	    -2.244	    -0.012	    43.197	    43.380	         0	         2	    -0.006	    -0.224
      1831.02614	       65.920678	        6.621905	 1353755.018	 1353714.491	     0.141	     6.400	    -0.269	    -0.054	     0.229	    -0.044	    -2.244	     0.005	    43.095	    43.271	         0	         2	    -0.006	    -0.231
      1831.02616	       65.913474	        6.749199	 1353753.451	 1353712.894	     0.129	     5.870	    -0.272	    -0.054	     0.228	    -0.045	    -2.245	    -0.054	    42.987	    43.158	         0	         2	    -0.006	    -0.226
      1831.02617	       65.906157	        6.876418	 1353751.857	 1353711.546	     0.172	     6.120	    -0.275	    -0.054	     0.226	    -0.046	    -2.245	    -0.020	    42.878	    43.048	         0	         2	    -0.006	    -0.233
      1831.02618	       65.898728	        7.003562	 1353750.236	 1353709.989	     0.108	     5.880	    -0.278	    -0.053	     0.224	    -0.045	    -2.246	    -0.014	    42.769	    42.931	         0	         2	    -0.006	    -0.223
      1831.02619	       65.891187	        7.130629	 1353748.589	 1353708.419	     0.091	     5.180	    -0.281	    -0.053	     0.222	    -0.047	    -2.246	    -0.001	    42.650	    42.807	         0	         2	    -0.006	    -0.206
      1831.02620	       65.883534	        7.257618	 1353746.916	 1353706.779	     0.085	     4.970	    -0.284	    -0.053	     0.221	    -0.046	    -2.246	    -0.014	    42.529	    42.685	         0	         2	    -0.006	    -0.199
      1831.02622	       65.875769	        7.384529	 1353745.216	 1353705.448	     0.125	     5.760	    -0.287	    -0.053	     0.220	    -0.048	    -2.247	    -0.015	    42.394	    42.554	         0	         2	    -0.006	    -0.218
      1831.02623	       65.867891	        7.511360	 1353743.490	 1353703.677	     0.133	     5.190	    -0.289	    -0.053	     0.219	    -0.048	    -2.247	    -0.030	    42.237	    42.393	         0	         2	    -0.006	    -0.207
      1831.02624	       65.859902	        7.638110	 1353741.737	 1353702.149	     0.122	     5.410	    -0.292	    -0.053	     0.218	    -0.048	    -2.247	    -0.037	    42.070	    42.214	         0	         2	    -0.006	    -0.210
      1831.02625	       65.851801	        7.764778	 1353739.958	 1353700.661	     0.098	     5.890	    -0.295	    -0.053	     0.217	    -0.048	    -2.247	    -0.015	    41.893	    42.037	         0	         2	    -0.006	    -0.222
      1831.02626	       65.843588	        7.891362	 1353738.152	 1353698.883	     0.085	     5.190	    -0.298	    -0.053	     0.217	    -0.047	    -2.247	    -0.033	    41.711	    41.850	         0	         2	    -0.006	    -0.206
      1831.02627	       65.835264	        8.017863	 1353736.320	 1353697.308	     0.107	     5.510	    -0.301	    -0.053	     0.216	    -0.049	    -2.248	    -0.016	    41.517	    41.640	         0	         2	    -0.006	    -0.215
      1831.02629	       65.826828	        8.144279	 1353734.462	 1353695.597	     0.076	     5.270	    -0.304	    -0.052	     0.215	    -0.046	    -2.248	    -0.026	    41.314	    41.434	         0	         2	    -0.006	    -0.209
      1831.02630	       65.818281	        8.270609	 1353732.577	 1353693.906	     0.098	     5.050	    -0.308	    -0.052	     0.215	    -0.048	    -2.248	    -0.057	    41.116	    41.249	         0	         2	    -0.006	    -0.201
      1831.02631	       65.809622	        8.396852	 1353730.666	 1353692.282	     0.096	     5.890	    -0.311	    -0.052	     0.214	    -0.047	    -2.248	    -0.064	    40.932	    41.070	         0	         2	    -0.006	    -0.219
      1831.02632	       65.800853	        8.523006	 1353728.728	 1353690.493	     0.138	     5.370	    -0.315	    -0.052	     0.213	    -0.049	    -2.248	    -0.026	    40.752	    40.879	         0	         2	    -0.006	    -0.205
      1831.02633	       65.791973	        8.649072	 1353726.764	 1353688.669	     0.079	     5.470	    -0.318	    -0.052	     0.212	    -0.049	    -2.248	    -0.039	    40.567	    40.685	         0	         2	    -0.006	    -0.214
      1831.02635	       65.782982	        8.775046	 1353724.774	 1353686.903	     0.083	     5.630	    -0.321	    -0.052	     0.211	    -0.049	    -2.249	     0.004	    40.379	    40.494	         0	         2	    -0.006	    -0.218
      1831.02636	       65.773880	        8.900930	 1353722.757	 1353685.142	     0.123	     5.680	    -0.324	    -0.052	     0.209	    -0.052	    -2.249	    -0.023	    40.199	    40.311	         0	         2	    -0.006	    -0.215
      1831.02637	       65.764667	        9.026721	 1353720.714	 1353683.240	     0.100	     5.640	    -0.327	    -0.052	     0.207	    -0.053	    -2.250	    -0.014	    40.041	    40.146	         0	         2	    -0.006	    -0.219
      1831.02638	       65.755344	        9.152420	 1353718.645	 1353681.279	     0.132	     5.740	    -0.330	    -0.052	     0.204	    -0.053	    -2.250	    -0.021	    39.907	    40.012	         0	         2	    -0.006	    -0.222
      1831.02639	       65.745911	        9.278024	 1353716.549	 1353679.281	     0.130	     5.410	    -0.332	    -0.051	     0.202	    -0.055	    -2.251	    -0.031	    39.801	    39.900	         0	         2	    -0.006	    -0.213
      1831.02640	       65.736367	        9.403532	 1353714.427	 1353677.387	     0.151	     5.890	    -0.335	    -0.051	     0.199	    -0.053	    -2.251	    -0.029	    39.721	    39.805	         0	         2	    -0.006	    -0.226
      1831.02642	       65.726714	        9.528945	 1353712.279	 1353675.131	     0.124	     5.590	    -0.338	    -0.051	     0.197	    -0.053	    -2.252	    -0.020	    39.661	    39.737	         0	         2	    -0.006	    -0.216
      1831.02643	       65.716950	        9.654260	 1353710.104	 1353673.042	     0.132	     5.780	    -0.341	    -0.051	     0.197	    -0.052	    -2.252	    -0.027	    39.612	    39.688	         0	         2	    -0.006	    -0.223
      1831.02644	       65.707077	        9.779477	 1353707.903	 1353670.909	     0.116	     5.620	    -0.344	    -0.051	     0.199	    -0.051	    -2.251	    -0.028	    39.571	    39.641	         0	         2	    -0.006	    -0.219
      1831.02645	       65.697094	        9.904594	 1353705.676	 1353668.679	     0.126	     5.320	    -0.348	    -0.051	     0.202	    -0.049	    -2.251	    -0.041	    39.521	    39.587	         0	         2	    -0.006	    -0.210
      1831.02646	       65.687001	       10.029612	 1353703.423	 1353666.485	     0.095	     5.250	    -0.352	    -0.051	     0.205	    -0.049	    -2.250	    -0.027	    39.466	    39.523	         0	         2	    -0.006	    -0.208
      1831.02647	       65.676799	       10.154528	 1353701.143	 1353664.245	     0.102	     5.530	    -0.355	    -0.051	     0.208	    -0.048	    -2.249	    -0.049	    39.398	    39.452	         0	         2	    -0.006	    -0.216
      1831.02649	       65.666488	       10.279343	 1353698.837	 1353662.042	     0.101	     5.520	    -0.359	    -0.051	     0.211	    -0.049	    -2.249	    -0.028	    39.341	    39.388	         0	         2	    -0.006	    -0.215
      1831.02650	       65.656067	       10.404054	 1353696.504	 1353659.757	     0.134	     5.310	    -0.362	    -0.050	     0.215	    -0.050	    -2.248	    -0.049	    39.310	    39.347	         0	         2	    -0.006	    -0.208
      1831.02651	       65.645538	       10.528661	 1353694.146	 1353657.394	     0.088	     5.260	    -0.366	    -0.050	     0.210	    -0.049	    -2.249	    -0.032	    39.290	    39.320	         0	         2	    -0.006	    -0.207
      1831.02652	       65.634900	       10.653163	 1353691.761	 1353654.979	     0.082	     4.950	    -0.369	    -0.050	     0.205	    -0.051	    -2.250	    -0.019	    39.273	    39.286	        64	        10	    -0.006	    -0.197
      1831.02653	       65.624153	       10.777559	 1353689.350	 1353652.593	     0.074	     5.380	    -0.373	    -0.050	     0.200	    -0.051	    -2.251	    -0.034	    39.263	    39.258	        64	        10	    -0.006	    -0.210
      1831.02655	       65.613297	       10.901849	 1353686.913	 1353650.234	     0.094	     5.520	    -0.377	    -0.050	     0.195	    -0.053	    -2.252	    -0.026	    39.252	    39.244	        64	        10	    -0.006	    -0.215
      1831.02656	       65.602333	       11.026031	 1353684.449	 1353647.714	     0.083	     4.960	    -0.380	    -0.050	     0.189	    -0.052	    -2.254	    -0.029	    39.234	    39.217	        64	        14	    -0.006	    -0.198
      1831.02657	       65.591261	       11.150104	 1353681.960	 1353645.297	     0.124	     5.090	    -0.384	    -0.050	     0.184	    -0.053	    -2.255	    -0.007	    39.190	    39.143	        64	        14	    -0.006	    -0.204
      1831.02658	       65.580080	       11.274067	 1353679.444	 1353642.170	     0.397	     8.280	    -0.389	    -0.050	     0.178	    -0.052	    -2.256	    -0.043	    39.087	    39.021	        64	        14	    -0.006	    -0.292
      1831.02659	       65.568792	       11.397920	 1353676.902	 1353640.429	     0.182	     3.910	    -0.396	    -0.050	     0.173	    -0.051	    -2.257	    -0.025	    38.920	    38.844	        64	        14	    -0.006	    -0.168
      1831.02660	       65.557396	       11.521662	 1353674.334	 1353637.995	     0.087	     2.340	    -0.411	    -0.049	     0.168	    -0.051	    -2.258	    -0.054	    38.652	    38.595	        64	        14	    -0.006	    -0.088
      1831.02662	       65.545892	       11.645291	 1353671.739	 1299999.999	    -0.001	     2.900	    -0.442	    -0.049	     0.163	    -0.050	    -2.260	    32.767	    38.226	    38.302	       200	        14	    -0.006	    -0.130
      1831.02663	       65.534280	       11.768807	 1353669.119	 1353633.514	     0.064	     1.590	    -0.473	    -0.049	     0.158	    -0.045	    -2.261	    -0.074	    37.946	    37.999	        74	        14	    -0.006	    -0.066
      1831.02664	       65.522561	       11.892209	 1353666.472	 1353631.088	     0.066	     1.200	    -0.485	    -0.049	     0.153	    -0.047	    -2.262	    -0.055	    37.710	    37.712	        64	        14	    -0.006	    -0.051
      1831.02665	       65.510735	       12.015496	 1353663.799	 1353629.016	     0.075	     1.910	    -0.491	    -0.049	     0.148	    -0.053	    -2.263	     0.020	    37.508	    37.463	        74	        14	    -0.006	    -0.072
      1831.02666	       65.498802	       12.138667	 1353661.100	 1299999.999	    -0.001	   327.670	    -0.504	    -0.049	     0.148	    -0.060	    -2.263	    32.767	    37.293	    37.261	       200	        14	    -0.006	    32.767
      1831.02668	       65.486762	       12.261721	 1353658.375	 1299999.999	    -0.001	   327.670	    32.767	    -0.049	     0.312	    -0.066	    -2.225	    32.767	    37.067	    37.072	       200	        30	    -0.003	    32.767
      1831.02669	       65.474615	       12.384658	 1353655.624	 1299999.999	    -0.001	   327.670	    -0.602	    -0.049	     0.395	    -0.068	    -2.206	    32.767	    36.862	    36.864	       200	        30	    -0.003	    32.767
      1831.02672	       65.437923	       12.748961	 1353647.302	 1299999.999	    -0.001	   327.670	    32.767	    -0.048	     0.662	    -0.069	    -2.145	    32.767	    36.419	    36.406	       200	        30	    -0.003	    32.767
      1831.02673	       65.425354	       12.871423	 1353644.448	 1299999.999	    -0.001	   327.670	    32.767	    -0.048	     0.709	    -0.060	    -2.135	    32.767	    36.272	    36.349	       200	        30	    -0.003	    32.767
      1831.02679	       65.367865	       13.417441	 1353631.366	 1299999.999	    -0.001	   327.670	    32.767	    -0.048	     0.791	    -0.025	    -2.116	    32.767	    35.575	    35.662	       200	        30	    -0.003	    32.767
      1831.02680	       65.354719	       13.539226	 1353628.369	 1299999.999	    -0.001	   327.670	    32.767	    -0.048	     0.818	    -0.025	    -2.110	    32.767	    35.424	    35.585	       200	        30	    -0.003	    32.767
      1831.02703	       65.080397	       15.865713	 1353565.402	 1299999.999	    -0.001	   327.670	    32.767	    -0.045	     0.836	     0.000	    -2.106	    32.767	    31.273	    31.224	       200	        30	    -0.003	    32.767
      1831.02704	       65.065150	       15.984783	 1353561.879	 1299999.999	    -0.001	   327.670	    32.767	    -0.045	     0.799	     0.000	    -2.114	    32.767	    31.104	    31.021	       200	        30	    -0.003	    32.767
      1831.02716	       64.906539	       17.171911	 1353525.103	 1299999.999	    -0.001	   327.670	    32.767	    -0.044	     0.737	     0.000	    -2.128	    32.767	    29.959	    29.765	       200	        30	    -0.003	    32.767
      1831.02728	       64.736319	       18.354767	 1353485.380	 1299999.999	    -0.001	   327.670	    32.767	    -0.043	     0.542	     0.000	    -2.173	    32.767	    28.381	    28.326	       200	        30	    -0.003	    32.767
      1831.02729	       64.718966	       18.470711	 1353481.316	 1299999.999	    -0.001	   327.670	    32.767	    -0.043	     0.523	     0.000	    -2.177	    32.767	    28.167	    28.131	       200	        30	    -0.003	    32.767
      1831.02731	       64.689385	       18.666525	 1353474.382	 1299999.999	    -0.001	   327.670	    32.767	    -0.042	     0.488	     0.000	    -2.185	    32.767	    27.787	    27.732	       200	        30	    -0.003	    32.767
      1831.02733	       64.657888	       18.872551	 1353466.991	 1299999.999	    -0.001	   327.670	    32.767	    -0.042	     0.489	     0.000	    -2.185	    32.767	    27.368	    27.300	       200	        30	    -0.003	    32.767
      1831.02739	       64.572586	       19.418315	 1353446.932	 1299999.999	    -0.001	   327.670	    32.767	    -0.042	     0.535	     0.000	    -2.175	    32.767	    26.190	    26.066	       200	        30	    -0.003	    32.767
      1831.02740	       64.554343	       19.532816	 1353442.634	 1299999.999	    -0.001	   327.670	    32.767	    -0.041	     0.535	     0.000	    -2.175	    32.767	    25.931	    25.835	       200	        30	    -0.003	    32.767
      1831.02742	       64.519498	       19.749442	 1353434.418	 1299999.999	    -0.001	   327.670	    32.767	    -0.041	     0.509	     0.000	    -2.181	    32.767	    25.431	    25.376	       200	        30	    -0.003	    32.767
      1831.02743	       64.500979	       19.863482	 1353430.047	 1299999.999	    -0.001	   327.670	    32.767	    -0.041	     0.495	     0.000	    -2.184	    32.767	    25.159	    25.119	       200	        30	    -0.003	    32.767
      1831.02744	       64.482365	       19.977362	 1353425.650	 1299999.999	    -0.001	   327.670	    32.767	    -0.041	     0.480	     0.000	    -2.187	    32.767	    24.881	    24.857	       200	        30	    -0.003	    32.767
      1831.02745	       64.463657	       20.091081	 1353421.229	 1299999.999	    -0.001	   327.670	    32.767	    -0.041	     0.465	     0.000	    -2.191	    32.767	    24.596	    24.590	       200	        30	    -0.003	    32.767
      1831.02748	       64.426741	       20.313340	 1353412.496	 1299999.999	    -0.001	   327.670	    32.767	    -0.041	     0.421	     0.000	    -2.201	    32.767	    24.038	    24.031	       200	        30	    -0.003	    32.767
      1831.02755	       64.312371	       20.984825	 1353385.372	 1299999.999	    -0.001	   327.670	    32.767	    -0.040	     0.213	    -0.084	    -2.248	    32.767	    22.475	    22.172	       200	        30	    -0.003	    32.767
      1831.02756	       64.292828	       21.097092	 1353380.727	 1299999.999	    -0.001	   327.670	    32.767	    -0.040	     0.200	    -0.068	    -2.251	    32.767	    22.197	    21.830	       200	        30	    -0.003	    32.767
