 Satellite:           jason
 Date of parsing:     04-May-2015, 22:36:22

            jday	            glat	            glon	        hsat	        ralt	    stdalt	       swh	     otide	     etide	      invb	     wtrop	     dtrop	     ionos	      mssh	      geoh	    iflags	    oflags	     ptide	       emb
             -  	           [deg]	           [deg]	        [m] 	        [m] 	      [m] 	      [m] 	      [m] 	      [m] 	      [m] 	      [m] 	      [m] 	      [m] 	      [m] 	      [m] 	        - 	         - 	       [m] 	       [m] 
================================================================================================================================================================================================================================================================== 
      1832.51091	       64.439018	      201.660221	 1353339.564	 1299999.999	    -0.001	   327.670	    32.767	    -0.058	    -0.218	    -0.005	    -2.346	    32.767	     9.776	     9.532	       200	        30	     0.003	    32.767
      1832.51092	       64.420089	      201.773567	 1353335.149	 1299999.999	    -0.001	   327.670	    32.767	    -0.057	    -0.281	    -0.006	    -2.360	    32.767	     9.777	     9.431	       200	        30	     0.003	    32.767
      1832.51093	       64.401067	      201.886751	 1353330.708	 1299999.999	    -0.001	   327.670	    32.767	    -0.057	    -0.257	    -0.008	    -2.355	    32.767	     9.790	     9.363	       200	        30	     0.003	    32.767
      1832.51095	       64.381950	      201.999772	 1353326.243	 1299999.999	    -0.001	   327.670	    32.767	    -0.057	    -0.228	    -0.010	    -2.348	    32.767	     9.816	     9.396	       200	        30	     0.003	    32.767
      1832.51096	       64.362740	      202.112629	 1353321.753	 1299999.999	    -0.001	   327.670	    32.767	    -0.057	    -0.193	    -0.010	    -2.340	    32.767	     9.853	     9.543	       200	        30	     0.003	    32.767
      1832.51097	       64.343437	      202.225323	 1353317.237	 1299999.999	    -0.001	   327.670	    32.767	    -0.057	    -0.154	    -0.010	    -2.331	    32.767	     9.902	     9.791	       200	        30	     0.003	    32.767
      1832.51098	       64.324041	      202.337853	 1353312.697	 1299999.999	    -0.001	   327.670	    32.767	    -0.057	    -0.110	    -0.010	    -2.321	    32.767	     9.963	    10.091	       200	        30	     0.003	    32.767
      1832.51138	       63.625775	      205.991859	 1353147.179	 1299999.999	    -0.001	   327.670	    32.767	    -0.055	     0.139	     0.000	    -2.265	    32.767	    12.523	    12.672	       200	        30	     0.003	    32.767
      1832.51143	       63.522810	      206.476175	 1353122.448	 1299999.999	    -0.001	   327.670	    32.767	    -0.054	     0.019	     0.000	    -2.292	    32.767	    12.493	    12.303	       200	        30	     0.003	    32.767
      1832.51144	       63.499958	      206.582063	 1353116.949	 1299999.999	    -0.001	   327.670	    32.767	    -0.054	     0.002	     0.000	    -2.296	    32.767	    12.464	    12.298	       200	        30	     0.003	    32.767
      1832.51145	       63.477022	      206.687776	 1353111.425	 1299999.999	    -0.001	   327.670	    32.767	    -0.054	    -0.011	     0.000	    -2.299	    32.767	    12.450	    12.317	       200	        30	     0.003	    32.767
      1832.51146	       63.454002	      206.793312	 1353105.877	 1299999.999	    -0.001	   327.670	    32.767	    -0.054	    -0.020	     0.000	    -2.301	    32.767	    12.452	    12.373	       200	        30	     0.003	    32.767
      1832.51149	       63.404777	      207.017116	 1353094.001	 1299999.999	    -0.001	   327.670	    32.767	    -0.054	    -0.030	     0.000	    -2.303	    32.767	    12.567	    12.479	       200	        30	     0.003	    32.767
      1832.51151	       63.364824	      207.196931	 1353084.348	 1299999.999	    -0.001	   327.670	    32.767	    -0.054	    -0.063	     0.000	    -2.311	    32.767	    12.791	    12.737	       200	        30	     0.003	    32.767
      1832.51157	       63.250222	      207.703917	 1353056.596	 1299999.999	    -0.001	   327.670	    32.767	    -0.053	     0.166	     0.000	    -2.258	    32.767	    14.245	    13.761	       200	        30	     0.003	    32.767
      1832.51171	       62.956437	      208.948236	 1352985.019	 1299999.999	    -0.001	   327.670	    32.767	    -0.052	    32.767	    -0.024	    -1.489	    32.767	    17.217	    18.518	       200	        30	     0.003	    32.767
      1832.51217	       61.929001	      212.790878	 1352730.038	 1299999.999	    -0.001	   327.670	    32.767	    -0.049	     0.914	     0.000	    -2.088	    32.767	    19.112	    18.841	       200	        30	     0.003	    32.767
      1832.51218	       61.901254	      212.885508	 1352723.056	 1299999.999	    -0.001	   327.670	    32.767	    -0.049	     0.954	     0.000	    -2.079	    32.767	    19.169	    18.791	       200	        30	     0.003	    32.767
      1832.51272	       60.557761	      217.029339	 1352379.288	 1299999.999	    -0.001	    22.090	    32.767	    -0.046	     1.712	    -0.039	    -1.906	    32.767	    14.302	    17.529	       202	        30	     0.003	    -0.308
      1832.51275	       60.501263	      217.187288	 1352364.597	 1299999.999	    -0.001	   327.670	    32.767	    -0.046	     1.463	    -0.039	    -1.962	    32.767	    13.736	    16.589	       200	        30	     0.003	    32.767
      1832.51283	       60.283028	      217.786805	 1352307.677	 1299999.999	    -0.001	   327.670	    32.767	    -0.045	     1.534	    -0.049	    -1.946	    32.767	    12.944	    15.564	       200	        30	     0.003	    32.767
      1832.51284	       60.251644	      217.871672	 1352299.469	 1299999.999	    -0.001	   327.670	    32.767	    -0.045	     1.660	    -0.055	    -1.918	    32.767	    12.982	    15.530	       200	        30	     0.003	    32.767
      1832.51299	       59.839100	      218.957396	 1352191.069	 1299999.999	    -0.001	   327.670	    -1.434	    -0.044	    -0.277	    -0.062	    -2.360	    32.767	    10.183	     9.624	       200	        30	     0.003	    32.767
      1832.51301	       59.790958	      219.080622	 1352178.358	 1299999.999	    -0.001	   327.670	    -1.434	    -0.044	    -0.214	    -0.061	    -2.346	    32.767	     9.759	     9.238	       200	        30	     0.003	    32.767
      1832.51302	       59.758669	      219.162878	 1352169.826	 1299999.999	    -0.001	   327.670	    32.767	    -0.044	    -0.180	    -0.059	    -2.338	    32.767	     9.496	     9.019	       200	        30	     0.003	    32.767
      1832.51303	       59.726324	      219.244968	 1352161.273	 1299999.999	    -0.001	   327.670	    -1.439	    -0.044	    -0.154	    -0.059	    -2.332	    32.767	     9.268	     8.800	       200	        30	     0.003	    32.767
      1832.51306	       59.668083	      219.391999	 1352145.859	 1299999.999	    -0.001	   327.670	    -1.442	    -0.044	    -0.176	    -0.055	    -2.337	    32.767	     8.876	     8.336	       200	        14	     0.007	    32.767
      1832.51307	       59.635579	      219.473623	 1352137.249	 1299999.999	    -0.001	    19.730	    -1.443	    -0.044	    -0.193	    -0.052	    -2.341	    32.767	     8.566	     8.126	       202	        14	     0.007	    -0.308
      1832.51309	       59.560265	      219.661581	 1352117.276	 1352113.189	     0.069	     1.650	    -1.451	    -0.043	    -0.232	    -0.036	    -2.350	    -0.015	     8.180	     7.747	        64	        10	     0.007	    -0.065
      1832.51311	       59.527575	      219.742657	 1352108.597	 1352104.670	     0.074	     1.750	    -1.455	    -0.043	    -0.249	    -0.029	    -2.354	    -0.018	     8.075	     7.611	        64	        10	     0.007	    -0.068
      1832.51312	       59.494830	      219.823568	 1352099.898	 1352096.081	     0.059	     1.830	    -1.458	    -0.043	    -0.261	    -0.024	    -2.356	    -0.019	     7.977	     7.504	        64	        14	     0.007	    -0.070
      1832.51313	       59.462030	      219.904315	 1352091.179	 1352087.424	     0.079	     1.130	    -1.460	    -0.043	    -0.270	    -0.022	    -2.359	    -0.042	     7.864	     7.408	        64	        14	     0.007	    -0.045
      1832.51314	       59.429174	      219.984897	 1352082.439	 1352078.884	     0.132	     2.300	    -1.462	    -0.043	    -0.277	    -0.023	    -2.360	    -0.045	     7.765	     7.303	        64	        14	     0.007	    -0.084
      1832.51315	       59.396263	      220.065315	 1352073.679	 1352070.173	     0.115	     1.530	    -1.462	    -0.043	    -0.270	    -0.024	    -2.359	    -0.009	     7.641	     7.192	        64	        14	     0.007	    -0.061
      1832.51317	       59.363297	      220.145568	 1352064.898	 1352061.480	     0.086	     1.760	    -1.461	    -0.043	    -0.258	    -0.026	    -2.356	    -0.013	     7.586	     7.089	        64	        14	     0.007	    -0.067
      1832.51318	       59.330277	      220.225658	 1352056.098	 1352052.776	     0.070	     1.610	    -1.459	    -0.043	    -0.245	    -0.027	    -2.353	    -0.014	     7.442	     6.992	        64	        14	     0.007	    -0.063
      1832.51319	       59.297201	      220.305585	 1352047.276	 1352044.096	     0.064	     1.780	    -1.456	    -0.043	    -0.234	    -0.027	    -2.350	    -0.015	     7.325	     6.896	        64	        14	     0.007	    -0.068
      1832.51320	       59.264072	      220.385348	 1352038.435	 1352035.328	     0.070	     1.470	    -1.456	    -0.043	    -0.223	    -0.027	    -2.348	    -0.048	     7.210	     6.799	        64	        14	     0.007	    -0.057
      1832.51321	       59.230888	      220.464948	 1352029.574	 1352026.613	     0.056	     1.840	    -1.458	    -0.043	    -0.215	    -0.025	    -2.346	    -0.035	     7.100	     6.691	        64	        10	     0.007	    -0.069
      1832.51322	       59.197650	      220.544386	 1352020.692	 1352017.843	     0.060	     1.670	    -1.461	    -0.043	    -0.209	    -0.024	    -2.345	    -0.005	     6.976	     6.571	        64	        10	     0.007	    -0.065
      1832.51324	       59.164358	      220.623661	 1352011.790	 1299999.999	    -0.001	   327.670	    -1.463	    -0.043	    -0.205	    -0.021	    -2.344	    32.767	     6.894	     6.452	       202	        10	     0.007	    32.767
      1832.51325	       59.131012	      220.702774	 1352002.868	 1352000.272	     0.071	     1.800	    -1.464	    -0.042	    -0.207	    -0.020	    -2.344	    -0.022	     6.781	     6.331	        64	        14	     0.007	    -0.068
      1832.51326	       59.097613	      220.781725	 1351993.926	 1351991.415	     0.066	     1.630	    -1.466	    -0.042	    -0.214	    -0.018	    -2.346	    -0.032	     6.671	     6.199	        64	        14	     0.007	    -0.063
      1832.51327	       59.064161	      220.860515	 1351984.964	 1351982.609	     0.079	     1.710	    -1.467	    -0.042	    -0.229	    -0.018	    -2.349	     0.001	     6.570	     6.070	        64	        14	     0.007	    -0.069
      1832.51328	       59.030655	      220.939143	 1351975.982	 1351973.698	     0.060	     1.560	    -1.468	    -0.042	    -0.251	    -0.018	    -2.354	    -0.020	     6.408	     5.958	        64	        14	     0.007	    -0.065
      1832.51330	       58.997096	      221.017610	 1351966.980	 1351964.847	     0.087	     1.710	    -1.469	    -0.042	    -0.281	    -0.020	    -2.361	    -0.020	     6.292	     5.836	        64	        14	     0.007	    -0.071
      1832.51331	       58.963485	      221.095916	 1351957.958	 1351956.012	     0.089	     1.870	    -1.470	    -0.042	    -0.314	    -0.021	    -2.369	    -0.010	     6.175	     5.695	        64	        10	     0.007	    -0.083
      1832.51332	       58.929821	      221.174062	 1351948.916	 1351947.074	     0.059	     2.140	    -1.471	    -0.042	    -0.348	    -0.022	    -2.376	    -0.028	     6.047	     5.576	        64	        10	     0.007	    -0.093
      1832.51333	       58.896104	      221.252047	 1351939.854	 1351938.091	     0.061	     2.180	    -1.472	    -0.042	    -0.378	    -0.023	    -2.383	    -0.018	     5.977	     5.511	        64	        14	     0.007	    -0.095
      1832.51334	       58.862335	      221.329873	 1351930.773	 1351929.058	     0.082	     2.140	    -1.473	    -0.042	    -0.373	    -0.024	    -2.382	    -0.021	     5.927	     5.476	        64	        14	     0.007	    -0.100
      1832.51335	       58.828513	      221.407538	 1351921.671	 1351919.983	     0.056	     2.080	    -1.475	    -0.042	    -0.368	    -0.025	    -2.381	    -0.025	     5.895	     5.431	        64	        14	     0.007	    -0.104
      1832.51337	       58.794640	      221.485045	 1351912.550	 1351910.948	     0.078	     2.160	    -1.476	    -0.042	    -0.356	    -0.025	    -2.378	    -0.009	     5.858	     5.375	        64	        14	     0.007	    -0.103
      1832.51338	       58.760715	      221.562392	 1351903.409	 1351901.842	     0.100	     2.230	    -1.477	    -0.042	    -0.349	    -0.026	    -2.377	    -0.037	     5.820	     5.342	        64	        14	     0.007	    -0.110
      1832.51339	       58.726738	      221.639580	 1351894.249	 1351892.665	     0.060	     2.100	    -1.479	    -0.042	    -0.345	    -0.025	    -2.376	    -0.025	     5.803	     5.348	        64	        14	     0.007	    -0.104
      1832.51340	       58.692710	      221.716610	 1351885.069	 1351883.539	     0.058	     2.150	    -1.479	    -0.041	    -0.346	    -0.024	    -2.376	    -0.011	     5.777	     5.354	        64	        14	     0.007	    -0.105
      1832.51341	       58.658630	      221.793482	 1351875.869	 1351874.328	     0.081	     2.060	    -1.479	    -0.041	    -0.351	    -0.025	    -2.377	    -0.028	     5.800	     5.333	        64	        14	     0.007	    -0.098
      1832.51342	       58.624499	      221.870195	 1351866.649	 1351865.172	     0.057	     2.230	    -1.479	    -0.041	    -0.360	    -0.025	    -2.379	    -0.008	     5.805	     5.302	        64	        14	     0.007	    -0.104
      1832.51344	       58.590317	      221.946751	 1351857.410	 1351856.006	     0.081	     2.310	    -1.479	    -0.041	    -0.353	    -0.025	    -2.378	     0.006	     5.784	     5.264	        64	        14	     0.007	    -0.105
      1832.51345	       58.556085	      222.023149	 1351848.152	 1351846.717	     0.092	     1.970	    -1.479	    -0.041	    -0.340	    -0.024	    -2.375	    -0.028	     5.698	     5.203	        64	        14	     0.007	    -0.092
      1832.51346	       58.521801	      222.099390	 1351838.874	 1351837.521	     0.116	     2.270	    -1.478	    -0.041	    -0.322	    -0.025	    -2.371	    -0.019	     5.665	     5.132	        64	        14	     0.007	    -0.104
      1832.51347	       58.487468	      222.175474	 1351829.576	 1351828.327	     0.097	     2.340	    -1.478	    -0.041	    -0.302	    -0.025	    -2.366	    -0.025	     5.610	     5.056	        64	        14	     0.007	    -0.094
      1832.51348	       58.453083	      222.251402	 1351820.259	 1351819.049	     0.061	     2.300	    -1.477	    -0.041	    -0.282	    -0.026	    -2.362	    -0.038	     5.506	     4.953	        64	        14	     0.007	    -0.089
      1832.51350	       58.418649	      222.327173	 1351810.923	 1351809.895	     0.073	     2.600	    -1.476	    -0.041	    -0.267	    -0.026	    -2.358	    -0.012	     5.366	     4.844	        64	        10	     0.007	    -0.103
      1832.51351	       58.384165	      222.402789	 1351801.568	 1351800.514	     0.065	     2.040	    -1.476	    -0.041	    -0.255	    -0.026	    -2.355	    -0.021	     5.305	     4.764	        64	        10	     0.007	    -0.083
      1832.51352	       58.349630	      222.478249	 1351792.192	 1351791.204	     0.060	     2.160	    -1.476	    -0.041	    -0.248	    -0.025	    -2.354	    -0.034	     5.201	     4.678	        64	        10	     0.007	    -0.084
      1832.51353	       58.315047	      222.553553	 1351782.798	 1351781.880	     0.052	     2.020	    -1.477	    -0.041	    -0.252	    -0.024	    -2.355	    -0.038	     5.111	     4.547	        64	        14	     0.007	    -0.077
      1832.51354	       58.280413	      222.628702	 1351773.385	 1351772.542	     0.069	     2.070	    -1.477	    -0.041	    -0.260	    -0.022	    -2.356	    -0.018	     5.003	     4.417	        64	        14	     0.007	    -0.079
      1832.51355	       58.245730	      222.703696	 1351763.952	 1351763.214	     0.065	     2.060	    -1.479	    -0.040	    -0.267	    -0.019	    -2.358	    -0.041	     4.891	     4.321	        64	        14	     0.007	    -0.076
      1832.51357	       58.210998	      222.778536	 1351754.500	 1351753.847	     0.101	     2.210	    -1.479	    -0.040	    -0.272	    -0.021	    -2.359	    -0.004	     4.791	     4.228	        72	        14	     0.007	    -0.081
      1832.51358	       58.176217	      222.853221	 1351745.029	 1299999.999	    -0.001	   327.670	    -1.479	    -0.040	    -0.276	    -0.019	    -2.360	    32.767	     4.699	     4.125	       202	        14	     0.007	    32.767
      1832.51359	       58.141387	      222.927753	 1351735.539	 1351735.159	     0.065	     2.270	    -1.480	    -0.040	    -0.278	    -0.018	    -2.361	    -0.048	     4.610	     4.025	        64	        14	     0.007	    -0.083
      1832.51360	       58.106509	      223.002130	 1351726.030	 1351725.716	     0.088	     2.160	    -1.481	    -0.040	    -0.277	    -0.014	    -2.360	    -0.031	     4.527	     3.931	        64	        10	     0.007	    -0.080
      1832.51361	       58.071581	      223.076355	 1351716.502	 1351716.202	     0.054	     2.170	    -1.483	    -0.040	    -0.276	    -0.015	    -2.360	    -0.019	     4.485	     3.874	        64	        10	     0.007	    -0.091
      1832.51363	       58.036606	      223.150426	 1351706.955	 1351706.642	     0.063	     2.100	    -1.485	    -0.040	    -0.276	    -0.016	    -2.360	    -0.029	     4.418	     3.895	        64	        10	     0.007	    -0.093
      1832.51364	       58.001582	      223.224345	 1351697.389	 1351697.030	     0.103	     2.380	    -1.487	    -0.040	    -0.277	    -0.020	    -2.360	    -0.039	     4.605	     3.963	        64	        10	     0.007	    -0.100
      1832.51365	       57.966510	      223.298111	 1351687.804	 1351687.256	     0.106	     2.300	    -1.489	    -0.040	    -0.278	    -0.026	    -2.361	    -0.027	     4.520	     4.025	        64	        14	     0.007	    -0.093
      1832.51366	       57.931390	      223.371724	 1351678.200	 1299999.999	    -0.001	   327.670	    -1.489	    -0.040	    -0.278	    -0.032	    -2.361	    32.767	     3.862	     4.089	       202	        14	     0.007	    32.767
      1832.51367	       57.896223	      223.445186	 1351668.577	 1299999.999	    -0.001	   327.670	    -1.487	    -0.040	     0.013	    -0.037	    -2.294	    32.767	     3.801	     4.159	       200	        30	     0.004	    32.767
      1832.51368	       57.861007	      223.518497	 1351658.936	 1299999.999	    -0.001	   327.670	    -1.485	    -0.040	     0.084	    -0.040	    -2.278	    32.767	     4.182	     4.198	       200	        30	     0.004	    32.767
      1832.51370	       57.825745	      223.591656	 1351649.276	 1299999.999	    -0.001	   327.670	    -1.485	    -0.040	     0.158	    -0.047	    -2.261	    32.767	     4.444	     4.212	       200	        30	     0.004	    32.767
